Variable	Table	CodeOrValue	ValueDescription	Count	Cumulative	SkipToItem
DBD050	DBQ_L	.	Missing	10780	11933	
DBD055	DBQ_L	1 to 730	Range of Values	1350	1350	
DBD055	DBQ_L	0	Never	60	1410	DBD265A
DBD055	DBQ_L	666666	More than 730 days (2-year) old	4	1414	
DBD055	DBQ_L	777777	Refused	0	1414	
DBD055	DBQ_L	999999	Don't know	26	1440	
DBD055	DBQ_L	.	Missing	10493	11933	
DBD061	DBQ_L	1 to 1095	Range of Values	1185	1185	
DBD061	DBQ_L	0	Never	158	1343	DBD265A
DBD061	DBQ_L	666666	More than 1095 days (3-year) old	1	1344	
DBD061	DBQ_L	777777	Refused	0	1344	
DBD061	DBQ_L	999999	Don't know	12	1356	
DBD061	DBQ_L	.	Missing	10577	11933	
DBQ073A	DBQ_L	10	Whole or regular milk	862	862	
DBQ073A	DBQ_L	77	Refused	0	862	
DBQ073A	DBQ_L	99	Don't know	7	869	
DBQ073A	DBQ_L	.	Missing	11064	11933	
DBQ073B	DBQ_L	11	2% fat or reduced-fat milk	180	180	
DBQ073B	DBQ_L	.	Missing	11753	11933	
DBQ073C	DBQ_L	12	1% fat or low-fat milk (includes 0.5% fat milk or low-fat milk not further specified),	66	66	
DBQ073C	DBQ_L	.	Missing	11867	11933	
DBQ073D	DBQ_L	13	fat-free, skim or nonfat milk, or	16	16	
DBQ073D	DBQ_L	.	Missing	11917	11933	
DBQ073E	DBQ_L	14	soy milk, or	21	21	
DBQ073E	DBQ_L	.	Missing	11912	11933	
DBQ073U	DBQ_L	30	Another type?	82	82	
DBQ073U	DBQ_L	.	Missing	11851	11933	
DBQ301	DBQ_L	1	Yes	174	174	
DBQ301	DBQ_L	2	No	3326	3500	
DBQ301	DBQ_L	7	Refused	0	3500	
DBQ301	DBQ_L	9	Don't know	0	3500	
DBQ301	DBQ_L	.	Missing	8433	11933	
DBQ330	DBQ_L	1	Yes	95	95	
DBQ330	DBQ_L	2	No	3404	3499	
DBQ330	DBQ_L	7	Refused	0	3499	
DBQ330	DBQ_L	9	Don't know	1	3500	
DBQ330	DBQ_L	.	Missing	8433	11933	
DBQ360	DBQ_L	1	Yes	2762	2762	
DBQ360	DBQ_L	2	No	593	3355	DBD710
DBQ360	DBQ_L	7	Refused	1	3356	DBD710
DBQ360	DBQ_L	9	Don't know	1	3357	DBD710
DBQ360	DBQ_L	.	Missing	8576	11933	
DBQ370	DBQ_L	1	Yes	2643	2643	
DBQ370	DBQ_L	2	No	116	2759	DBQ400
DBQ370	DBQ_L	7	Refused	1	2760	DBQ400
DBQ370	DBQ_L	9	Don't know	2	2762	DBQ400
DBQ370	DBQ_L	.	Missing	9171	11933	
DBD381	DBQ_L	1 to 5	Range of Values	2159	2159	
DBD381	DBQ_L	0	None	463	2622	DBQ400
DBD381	DBQ_L	7777	Refused	0	2622	DBQ400
DBD381	DBQ_L	9999	Don't know	21	2643	DBQ400
DBD381	DBQ_L	.	Missing	9290	11933	
DBQ390	DBQ_L	1	Free	1612	1612	
DBQ390	DBQ_L	2	Reduced price	101	1713	
DBQ390	DBQ_L	3	Full price	437	2150	
DBQ390	DBQ_L	7	Refused	0	2150	
DBQ390	DBQ_L	9	Don't know	9	2159	
DBQ390	DBQ_L	.	Missing	9774	11933	
DBQ400	DBQ_L	1	Yes	2378	2378	
DBQ400	DBQ_L	2	No	298	2676	DBQ422
DBQ400	DBQ_L	7	Refused	1	2677	DBQ422
DBQ400	DBQ_L	9	Don't know	85	2762	DBQ422
DBQ400	DBQ_L	.	Missing	9171	11933	
DBD411	DBQ_L	1 to 5	Range of Values	1400	1400	
DBD411	DBQ_L	0	None	955	2355	DBQ422
DBD411	DBQ_L	7777	Refused	0	2355	DBQ422
DBD411	DBQ_L	9999	Don't know	23	2378	DBQ422
DBD411	DBQ_L	.	Missing	9555	11933	
DBQ421	DBQ_L	1	Free	1230	1230	
DBQ421	DBQ_L	2	Reduced price	59	1289	
DBQ421	DBQ_L	3	Full price	105	1394	
DBQ421	DBQ_L	7	Refused	0	1394	
DBQ421	DBQ_L	9	Don't know	6	1400	
DBQ421	DBQ_L	.	Missing	10533	11933	
DBQ424	DBQ_L	1	Yes	480	480	
DBQ424	DBQ_L	2	No	760	1240	
DBQ424	DBQ_L	3	Did not attend summer program	530	1770	
DBQ424	DBQ_L	7	Refused	0	1770	
DBQ424	DBQ_L	9	Don't know	10	1780	
DBQ424	DBQ_L	.	Missing	10153	11933	
DBQ930	DBQ_L	1	Yes	5513	5513	
DBQ930	DBQ_L	2	No	2970	8483	
DBQ930	DBQ_L	7	Refused	0	8483	
DBQ930	DBQ_L	9	Don't know	3	8486	
DBQ930	DBQ_L	.	Missing	3447	11933	
DBQ935	DBQ_L	1	Yes	4273	4273	
DBQ935	DBQ_L	2	No	4212	8485	
DBQ935	DBQ_L	7	Refused	0	8485	
DBQ935	DBQ_L	9	Don't know	1	8486	
DBQ935	DBQ_L	.	Missing	3447	11933	
DBQ940	DBQ_L	1	Yes	5502	5502	
DBQ940	DBQ_L	2	No	2982	8484	
DBQ940	DBQ_L	7	Refused	0	8484	
DBQ940	DBQ_L	9	Don't know	2	8486	
DBQ940	DBQ_L	.	Missing	3447	11933	
DBQ945	DBQ_L	1	Yes	4289	4289	
DBQ945	DBQ_L	2	No	4195	8484	
DBQ945	DBQ_L	7	Refused	0	8484	
DBQ945	DBQ_L	9	Don't know	2	8486	
DBQ945	DBQ_L	.	Missing	3447	11933	
ECD070A	ECQ_L	4 to 10	Range of Values	3185	3185	
ECD070A	ECQ_L	3	3 pounds or less	77	3262	
ECD070A	ECQ_L	11	11 pounds or more	15	3277	
ECD070A	ECQ_L	7777	Refused	4	3281	
ECD070A	ECQ_L	9999	Don't know	151	3432	
ECD070A	ECQ_L	.	Missing	0	3432	
ECD070B	ECQ_L	0 to 15	Range of Values	3277	3277	
ECD070B	ECQ_L	7777	Refused	4	3281	
ECD070B	ECQ_L	9999	Don't know	151	3432	
ECD070B	ECQ_L	.	Missing	0	3432	
ECQ080	ECQ_L	1	More than 5-1/2 lbs. (2500 g), or	116	116	
ECQ080	ECQ_L	2	Less than 5-1/2 lbs. (2500 g)?	11	127	ECQ095
ECQ080	ECQ_L	7	Refused	0	127	ECQ095
ECQ080	ECQ_L	9	Don't know	28	155	ECQ095
ECQ080	ECQ_L	.	Missing	3277	3432	
ECQ090	ECQ_L	1	More than 9 lbs. (4100 g), or	19	19	
ECQ090	ECQ_L	2	Less than 9 lbs. (4100 g)?	87	106	
ECQ090	ECQ_L	7	Refused	0	106	
ECQ090	ECQ_L	9	Don't know	10	116	
ECQ090	ECQ_L	.	Missing	3316	3432	
WHQ030E	ECQ_L	1	Overweight	314	314	
WHQ030E	ECQ_L	2	Underweight	183	497	
WHQ030E	ECQ_L	3	About the right weight	2562	3059	
WHQ030E	ECQ_L	7	Refused	3	3062	
WHQ030E	ECQ_L	9	Don't know	2	3064	
WHQ030E	ECQ_L	.	Missing	368	3432	
MCQ080E	ECQ_L	1	Yes	341	341	
MCQ080E	ECQ_L	2	No	2716	3057	
MCQ080E	ECQ_L	7	Refused	3	3060	
MCQ080E	ECQ_L	9	Don't know	4	3064	
MCQ080E	ECQ_L	.	Missing	368	3432	
FSD032A	FSQ_L	1	Often true	993	993	
FSD032A	FSQ_L	2	Sometimes true	2143	3136	
FSD032A	FSQ_L	3	Never true	7440	10576	
FSD032A	FSQ_L	7	Refused	27	10603	
FSD032A	FSQ_L	9	Don't know	3	10606	
FSD032A	FSQ_L	.	Missing	1327	11933	
FSD032B	FSQ_L	1	Often true	742	742	
FSD032B	FSQ_L	2	Sometimes true	1858	2600	
FSD032B	FSQ_L	3	Never true	7971	10571	
FSD032B	FSQ_L	7	Refused	28	10599	
FSD032B	FSQ_L	9	Don't know	7	10606	
FSD032B	FSQ_L	.	Missing	1327	11933	
FSD032C	FSQ_L	1	Often true	697	697	
FSD032C	FSQ_L	2	Sometimes true	1652	2349	
FSD032C	FSQ_L	3	Never true	8226	10575	
FSD032C	FSQ_L	7	Refused	26	10601	
FSD032C	FSQ_L	9	Don't know	5	10606	
FSD032C	FSQ_L	.	Missing	1327	11933	
FSD041	FSQ_L	1	Yes	1527	1527	
FSD041	FSQ_L	2	No	2110	3637	FSD061
FSD041	FSQ_L	7	Refused	0	3637	FSD061
FSD041	FSQ_L	9	Don't know	5	3642	FSD061
FSD041	FSQ_L	.	Missing	8291	11933	
FSD052	FSQ_L	1	Almost every month,	428	428	
FSD052	FSQ_L	2	Some months but not every month, or	704	1132	
FSD052	FSQ_L	3	Only 1 or 2 months?	395	1527	
FSD052	FSQ_L	7	Refused	0	1527	
FSD052	FSQ_L	9	Don't know	0	1527	
FSD052	FSQ_L	.	Missing	10406	11933	
FSD061	FSQ_L	1	Yes	1455	1455	
FSD061	FSQ_L	2	No	2184	3639	
FSD061	FSQ_L	7	Refused	0	3639	
FSD061	FSQ_L	9	Don't know	3	3642	
FSD061	FSQ_L	.	Missing	8291	11933	
FSD071	FSQ_L	1	Yes	835	835	
FSD071	FSQ_L	2	No	2806	3641	
FSD071	FSQ_L	7	Refused	0	3641	
FSD071	FSQ_L	9	Don't know	1	3642	
FSD071	FSQ_L	.	Missing	8291	11933	
FSD081	FSQ_L	1	Yes	558	558	
FSD081	FSQ_L	2	No	3064	3622	
FSD081	FSQ_L	7	Refused	0	3622	
FSD081	FSQ_L	9	Don't know	20	3642	
FSD081	FSQ_L	.	Missing	8291	11933	
FSD092	FSQ_L	1	Yes	356	356	
FSD092	FSQ_L	2	No	1455	1811	
FSD092	FSQ_L	7	Refused	1	1812	
FSD092	FSQ_L	9	Don't know	1	1813	
FSD092	FSQ_L	.	Missing	10120	11933	
FSD102	FSQ_L	1	Almost every month,	107	107	
FSD102	FSQ_L	2	Some months but not every month, or	161	268	
FSD102	FSQ_L	3	Only 1 or 2 months?	88	356	
FSD102	FSQ_L	7	Refused	0	356	
FSD102	FSQ_L	9	Don't know	0	356	
FSD102	FSQ_L	.	Missing	11577	11933	
FSDAD	FSQ_L	1	AD full food security: 0	6939	6939	
FSDAD	FSQ_L	2	AD marginal food security: 1-2	1376	8315	
FSDAD	FSQ_L	3	AD low food security: 3-5	1234	9549	
FSDAD	FSQ_L	4	AD very low food security: 6-10	1032	10581	
FSDAD	FSQ_L	.	Missing	1352	11933	
FSD151	FSQ_L	1	Yes	1730	1730	
FSD151	FSQ_L	2	No	8853	10583	
FSD151	FSQ_L	7	Refused	22	10605	
FSD151	FSQ_L	9	Don't know	7	10612	
FSD151	FSQ_L	.	Missing	1321	11933	
FSQ165	FSQ_L	1	Yes	4830	4830	
FSQ165	FSQ_L	2	No	5695	10525	FSQBOX5
FSQ165	FSQ_L	7	Refused	31	10556	FSQBOX5
FSQ165	FSQ_L	9	Don't know	31	10587	FSQBOX5
FSQ165	FSQ_L	.	Missing	1346	11933	
FSD165N	FSQ_L	1 to 6	Range of Values	4674	4674	
FSD165N	FSQ_L	7	7 or more	150	4824	
FSD165N	FSQ_L	77	Refused	1	4825	
FSD165N	FSQ_L	99	Don't know	5	4830	
FSD165N	FSQ_L	.	Missing	7103	11933	
FSQ012	FSQ_L	1	Yes	3005	3005	
FSQ012	FSQ_L	2	No	1817	4822	FSQBOX5
FSQ012	FSQ_L	7	Refused	1	4823	FSQBOX5
FSQ012	FSQ_L	9	Don't know	7	4830	FSQBOX5
FSQ012	FSQ_L	.	Missing	7103	11933	
FSD012N	FSQ_L	1 to 6	Range of Values	2895	2895	
FSD012N	FSQ_L	7	7 or more	110	3005	
FSD012N	FSQ_L	77	Refused	0	3005	
FSD012N	FSQ_L	99	Don't know	0	3005	
FSD012N	FSQ_L	.	Missing	8928	11933	
FSD230	FSQ_L	1	Yes	2400	2400	
FSD230	FSQ_L	2	No	602	3002	FSD795
FSD230	FSQ_L	7	Refused	0	3002	FSD795
FSD230	FSQ_L	9	Don't know	3	3005	FSD795
FSD230	FSQ_L	.	Missing	8928	11933	
FSD230N	FSQ_L	1 to 6	Range of Values	2290	2290	
FSD230N	FSQ_L	7	7 or more	110	2400	
FSD230N	FSQ_L	77	Refused	0	2400	
FSD230N	FSQ_L	99	Don't know	0	2400	
FSD230N	FSQ_L	.	Missing	9533	11933	
FSD795	FSQ_L	1 to 12	Range of Values	2923	2923	
FSD795	FSQ_L	77	Refused	12	2935	
FSD795	FSQ_L	99	Don't know	70	3005	
FSD795	FSQ_L	.	Missing	8928	11933	
FSD225	FSQ_L	0 to 296	Range of Values	2444	2444	
FSD225	FSQ_L	55555	More than 300 days	21	2465	
FSD225	FSQ_L	77777	Refused	23	2488	
FSD225	FSQ_L	99999	Don't know	512	3000	
FSD225	FSQ_L	.	Missing	8933	11933	
FSD235	FSQ_L	8 to 1000	Range of Values	2482	2482	
FSD235	FSQ_L	55555	More than $1,000	195	2677	
FSD235	FSQ_L	77777	Refused	61	2738	
FSD235	FSQ_L	99999	Don't know	267	3005	
FSD235	FSQ_L	.	Missing	8928	11933	
FSD162	FSQ_L	1	Yes	1044	1044	
FSD162	FSQ_L	2	No	9530	10574	FSQBOX6
FSD162	FSQ_L	7	Refused	15	10589	FSQBOX6
FSD162	FSQ_L	9	Don't know	32	10621	FSQBOX6
FSD162	FSQ_L	.	Missing	1312	11933	
FSQ760	FSQ_L	1	Yes	785	785	
FSQ760	FSQ_L	2	No	259	1044	FSQBOX6
FSQ760	FSQ_L	7	Refused	0	1044	FSQBOX6
FSQ760	FSQ_L	9	Don't know	0	1044	FSQBOX6
FSQ760	FSQ_L	.	Missing	10889	11933	
FSD760N	FSQ_L	1 to 6	Range of Values	781	781	
FSD760N	FSQ_L	77	Refused	3	784	
FSD760N	FSQ_L	99	Don't know	1	785	
FSD760N	FSQ_L	.	Missing	11148	11933	
FSQ653	FSQ_L	1	Yes	645	645	
FSQ653	FSQ_L	2	No	585	1230	FSQ690
FSQ653	FSQ_L	7	Refused	0	1230	FSQ690
FSQ653	FSQ_L	9	Don't know	7	1237	FSQ690
FSQ653	FSQ_L	.	Missing	10696	11933	
FSD660ZC	FSQ_L	1	Yes	318	318	
FSD660ZC	FSQ_L	2	No	324	642	
FSD660ZC	FSQ_L	7	Refused	0	642	
FSD660ZC	FSQ_L	9	Don't know	3	645	
FSD660ZC	FSQ_L	.	Missing	11288	11933	
FSD675	FSQ_L	1	Yes	600	600	
FSD675	FSQ_L	2	No	39	639	
FSD675	FSQ_L	7	Refused	0	639	
FSD675	FSQ_L	9	Don't know	6	645	
FSD675	FSQ_L	.	Missing	11288	11933	
FSD680	FSQ_L	1	Yes	387	387	
FSD680	FSQ_L	2	No	120	507	
FSD680	FSQ_L	7	Refused	0	507	
FSD680	FSQ_L	9	Don't know	1	508	
FSD680	FSQ_L	.	Missing	11425	11933	
FSD670ZC	FSQ_L	0 to 60	Range of Values	638	638	
FSD670ZC	FSQ_L	777	Refused	0	638	
FSD670ZC	FSQ_L	999	Don't know	7	645	
FSD670ZC	FSQ_L	.	Missing	11288	11933	
FSQ690	FSQ_L	1	Yes	505	505	
FSQ690	FSQ_L	2	No	709	1214	End of Section
FSQ690	FSQ_L	7	Refused	0	1214	End of Section
FSQ690	FSQ_L	9	Don't know	23	1237	End of Section
FSQ690	FSQ_L	.	Missing	10696	11933	
FSQ695	FSQ_L	1 to 9	Range of Values	480	480	
FSQ695	FSQ_L	77	Refused	0	480	
FSQ695	FSQ_L	99	Don't know	25	505	
FSQ695	FSQ_L	.	Missing	11428	11933	
FNQ021	FNQ_L	1	No difficulty	2337	2337	
FNQ021	FNQ_L	2	Some difficulty	411	2748	
FNQ021	FNQ_L	3	A lot of difficulty	34	2782	
FNQ021	FNQ_L	4	Cannot do at all	0	2782	
FNQ021	FNQ_L	7	Refused	0	2782	
FNQ021	FNQ_L	9	Don’t know	5	2787	
FNQ021	FNQ_L	.	Missing	8155	10942	
FNQ041	FNQ_L	1	No difficulty	2647	2647	
FNQ041	FNQ_L	2	Some difficulty	126	2773	
FNQ041	FNQ_L	3	A lot of difficulty	9	2782	
FNQ041	FNQ_L	4	Cannot do at all	1	2783	
FNQ041	FNQ_L	7	Refused	0	2783	
FNQ041	FNQ_L	9	Don't know	4	2787	
FNQ041	FNQ_L	.	Missing	8155	10942	
FNQ050	FNQ_L	1	Yes	22	22	
FNQ050	FNQ_L	2	No	2764	2786	FNQ080
FNQ050	FNQ_L	7	Refused	0	2786	FNQ080
FNQ050	FNQ_L	9	Don't know	1	2787	FNQ080
FNQ050	FNQ_L	.	Missing	8155	10942	
FNQ060	FNQ_L	2	Some difficulty	11	11	FNQ160
FNQ060	FNQ_L	3	A lot of difficulty	5	16	FNQ160
FNQ060	FNQ_L	4	Cannot do at all	6	22	FNQ160
FNQ060	FNQ_L	7	Refused	0	22	FNQ160
FNQ060	FNQ_L	9	Don't know	0	22	FNQ160
FNQ060	FNQ_L	.	Missing	10920	10942	
FNQ080	FNQ_L	1	No difficulty	2662	2662	
FNQ080	FNQ_L	2	Some difficulty	83	2745	
FNQ080	FNQ_L	3	A lot of difficulty	16	2761	
FNQ080	FNQ_L	4	Cannot do at all	1	2762	
FNQ080	FNQ_L	7	Refused	0	2762	
FNQ080	FNQ_L	9	Don't know	3	2765	
FNQ080	FNQ_L	.	Missing	8177	10942	
FNQ160	FNQ_L	1	No difficulty	2660	2660	
FNQ160	FNQ_L	2	Some difficulty	104	2764	
FNQ160	FNQ_L	3	A lot of difficulty	17	2781	
FNQ160	FNQ_L	4	Cannot do at all	5	2786	
FNQ160	FNQ_L	7	Refused	0	2786	
FNQ160	FNQ_L	9	Don't know	1	2787	
FNQ160	FNQ_L	.	Missing	8155	10942	
FNQ100	FNQ_L	1	No difficulty	2523	2523	
FNQ100	FNQ_L	2	Some difficulty	225	2748	
FNQ100	FNQ_L	3	A lot of difficulty	28	2776	
FNQ100	FNQ_L	4	Cannot do at all	10	2786	
FNQ100	FNQ_L	7	Refused	0	2786	
FNQ100	FNQ_L	9	Don't know	1	2787	
FNQ100	FNQ_L	.	Missing	8155	10942	
FNQ110	FNQ_L	1	No difficulty	2402	2402	
FNQ110	FNQ_L	2	Some difficulty	318	2720	
FNQ110	FNQ_L	3	A lot of difficulty	54	2774	
FNQ110	FNQ_L	4	Cannot do at all	11	2785	
FNQ110	FNQ_L	7	Refused	0	2785	
FNQ110	FNQ_L	9	Don't know	2	2787	
FNQ110	FNQ_L	.	Missing	8155	10942	
FNQ120	FNQ_L	1	No difficulty	2241	2241	
FNQ120	FNQ_L	2	Some difficulty	428	2669	
FNQ120	FNQ_L	3	A lot of difficulty	112	2781	
FNQ120	FNQ_L	4	Cannot do at all	4	2785	
FNQ120	FNQ_L	7	Refused	0	2785	
FNQ120	FNQ_L	9	Don't know	2	2787	
FNQ120	FNQ_L	.	Missing	8155	10942	
FNQ170	FNQ_L	1	No difficulty	2195	2195	
FNQ170	FNQ_L	2	Some difficulty	505	2700	
FNQ170	FNQ_L	3	A lot of difficulty	81	2781	
FNQ170	FNQ_L	4	Cannot do at all	2	2783	
FNQ170	FNQ_L	7	Refused	0	2783	
FNQ170	FNQ_L	9	Don't know	4	2787	
FNQ170	FNQ_L	.	Missing	8155	10942	
FNQ180	FNQ_L	1	No difficulty	2342	2342	
FNQ180	FNQ_L	2	Some difficulty	358	2700	
FNQ180	FNQ_L	3	A lot of difficulty	83	2783	
FNQ180	FNQ_L	4	Cannot do at all	2	2785	
FNQ180	FNQ_L	7	Refused	0	2785	
FNQ180	FNQ_L	9	Don't know	2	2787	
FNQ180	FNQ_L	.	Missing	8155	10942	
FNQ190	FNQ_L	1	No difficulty	1764	1764	
FNQ190	FNQ_L	2	Some difficulty	832	2596	
FNQ190	FNQ_L	3	A lot of difficulty	184	2780	
FNQ190	FNQ_L	4	Cannot do at all	5	2785	
FNQ190	FNQ_L	7	Refused	0	2785	
FNQ190	FNQ_L	9	Don't know	2	2787	
FNQ190	FNQ_L	.	Missing	8155	10942	
FNQ130	FNQ_L	1	No difficulty	2050	2050	
FNQ130	FNQ_L	2	Some difficulty	589	2639	
FNQ130	FNQ_L	3	A lot of difficulty	145	2784	
FNQ130	FNQ_L	4	Cannot do at all	0	2784	
FNQ130	FNQ_L	7	Refused	1	2785	
FNQ130	FNQ_L	9	Don't know	2	2787	
FNQ130	FNQ_L	.	Missing	8155	10942	
FNQ200	FNQ_L	1	No difficulty	2292	2292	
FNQ200	FNQ_L	2	Some difficulty	394	2686	
FNQ200	FNQ_L	3	A lot of difficulty	93	2779	
FNQ200	FNQ_L	4	Cannot do at all	5	2784	
FNQ200	FNQ_L	7	Refused	1	2785	
FNQ200	FNQ_L	9	Don't know	2	2787	
FNQ200	FNQ_L	.	Missing	8155	10942	
FNQ140	FNQ_L	1	Daily	220	220	
FNQ140	FNQ_L	2	Weekly	428	648	
FNQ140	FNQ_L	3	Monthly	314	962	
FNQ140	FNQ_L	4	A few times a year	890	1852	
FNQ140	FNQ_L	5	Never	931	2783	
FNQ140	FNQ_L	7	Refused	1	2784	
FNQ140	FNQ_L	9	Don't know	3	2787	
FNQ140	FNQ_L	.	Missing	8155	10942	
FNQ150	FNQ_L	1	Daily	52	52	
FNQ150	FNQ_L	2	Weekly	170	222	
FNQ150	FNQ_L	3	Monthly	248	470	
FNQ150	FNQ_L	4	A few times a year	913	1383	
FNQ150	FNQ_L	5	Never	1401	2784	
FNQ150	FNQ_L	7	Refused	1	2785	
FNQ150	FNQ_L	9	Don't know	2	2787	
FNQ150	FNQ_L	.	Missing	8155	10942	
FNDCDI	FNQ_L	1	With disabilities	529	529	End of Section
FNDCDI	FNQ_L	2	Without disabilities	2257	2786	End of Section
FNDCDI	FNQ_L	.	Missing	8156	10942	
FNQ410	FNQ_L	1	No difficulty	4933	4933	
FNQ410	FNQ_L	2	Some difficulty	2834	7767	
FNQ410	FNQ_L	3	A lot of difficulty	351	8118	
FNQ410	FNQ_L	4	Cannot do at all	18	8136	
FNQ410	FNQ_L	7	Refused	3	8139	
FNQ410	FNQ_L	9	Don't know	3	8142	
FNQ410	FNQ_L	.	Missing	2800	10942	
FNQ430	FNQ_L	1	No difficulty	6147	6147	
FNQ430	FNQ_L	2	Some difficulty	1731	7878	
FNQ430	FNQ_L	3	A lot of difficulty	224	8102	
FNQ430	FNQ_L	4	Cannot do at all	15	8117	
FNQ430	FNQ_L	7	Refused	2	8119	
FNQ430	FNQ_L	9	Don't know	24	8143	
FNQ430	FNQ_L	.	Missing	2799	10942	
FNQ440	FNQ_L	1	No difficulty	5478	5478	
FNQ440	FNQ_L	2	Some difficulty	1876	7354	
FNQ440	FNQ_L	3	A lot of difficulty	685	8039	
FNQ440	FNQ_L	4	Cannot do at all	99	8138	
FNQ440	FNQ_L	7	Refused	1	8139	
FNQ440	FNQ_L	9	Don't know	3	8142	
FNQ440	FNQ_L	.	Missing	2800	10942	
FNQ450	FNQ_L	1	No difficulty	6915	6915	
FNQ450	FNQ_L	2	Some difficulty	1075	7990	
FNQ450	FNQ_L	3	A lot of difficulty	136	8126	
FNQ450	FNQ_L	4	Cannot do at all	14	8140	
FNQ450	FNQ_L	7	Refused	0	8140	
FNQ450	FNQ_L	9	Don't know	2	8142	
FNQ450	FNQ_L	.	Missing	2800	10942	
FNQ460	FNQ_L	1	No difficulty	4352	4352	
FNQ460	FNQ_L	2	Some difficulty	3242	7594	
FNQ460	FNQ_L	3	A lot of difficulty	531	8125	
FNQ460	FNQ_L	4	Cannot do at all	12	8137	
FNQ460	FNQ_L	7	Refused	3	8140	
FNQ460	FNQ_L	9	Don't know	2	8142	
FNQ460	FNQ_L	.	Missing	2800	10942	
FNQ470	FNQ_L	1	No difficulty	7421	7421	
FNQ470	FNQ_L	2	Some difficulty	594	8015	
FNQ470	FNQ_L	3	A lot of difficulty	95	8110	
FNQ470	FNQ_L	4	Cannot do at all	28	8138	
FNQ470	FNQ_L	7	Refused	2	8140	
FNQ470	FNQ_L	9	Don't know	1	8141	
FNQ470	FNQ_L	.	Missing	2801	10942	
FNQ480	FNQ_L	1	No difficulty	7471	7471	
FNQ480	FNQ_L	2	Some difficulty	492	7963	
FNQ480	FNQ_L	3	A lot of difficulty	120	8083	
FNQ480	FNQ_L	4	Cannot do at all	53	8136	
FNQ480	FNQ_L	7	Refused	2	8138	
FNQ480	FNQ_L	9	Don't know	3	8141	
FNQ480	FNQ_L	.	Missing	2801	10942	
FNQ490	FNQ_L	1	No difficulty	6651	6651	
FNQ490	FNQ_L	2	Some difficulty	1191	7842	
FNQ490	FNQ_L	3	A lot of difficulty	277	8119	
FNQ490	FNQ_L	4	Cannot do at all	19	8138	
FNQ490	FNQ_L	7	Refused	2	8140	
FNQ490	FNQ_L	9	Don't know	1	8141	
FNQ490	FNQ_L	.	Missing	2801	10942	
FNQ510	FNQ_L	1	Daily	1712	1712	
FNQ510	FNQ_L	2	Weekly	1614	3326	
FNQ510	FNQ_L	3	Monthly	961	4287	
FNQ510	FNQ_L	4	A few times a year	2326	6613	
FNQ510	FNQ_L	5	Never	1511	8124	FNQ530
FNQ510	FNQ_L	7	Refused	6	8130	FNQ530
FNQ510	FNQ_L	9	Don't know	10	8140	FNQ530
FNQ510	FNQ_L	.	Missing	2802	10942	
FNQ520	FNQ_L	1	A little	2328	2328	
FNQ520	FNQ_L	2	A lot	859	3187	
FNQ520	FNQ_L	3	Somewhere in between a little and a lot	3418	6605	
FNQ520	FNQ_L	7	Refused	1	6606	
FNQ520	FNQ_L	9	Don't know	7	6613	
FNQ520	FNQ_L	.	Missing	4329	10942	
FNQ530	FNQ_L	1	Daily	580	580	
FNQ530	FNQ_L	2	Weekly	808	1388	
FNQ530	FNQ_L	3	Monthly	852	2240	
FNQ530	FNQ_L	4	A few times a year	2770	5010	
FNQ530	FNQ_L	5	Never	3105	8115	FNDADI
FNQ530	FNQ_L	7	Refused	6	8121	FNDADI
FNQ530	FNQ_L	9	Don't know	17	8138	FNDADI
FNQ530	FNQ_L	.	Missing	2804	10942	
FNQ540	FNQ_L	1	A little	2042	2042	
FNQ540	FNQ_L	2	A lot	714	2756	
FNQ540	FNQ_L	3	Somewhere in between a little and a lot	2245	5001	
FNQ540	FNQ_L	7	Refused	1	5002	
FNQ540	FNQ_L	9	Don't know	8	5010	
FNQ540	FNQ_L	.	Missing	5932	10942	
FNDADI	FNQ_L	1	With disabilities	1544	1544	
FNDADI	FNQ_L	2	Without disabilities	6599	8143	
FNDADI	FNQ_L	.	Missing	2799	10942	
FNDAEDI	FNQ_L	1	With disabilities	1900	1900	
FNDAEDI	FNQ_L	2	Without disabilities	6243	8143	
FNDAEDI	FNQ_L	.	Missing	2799	10942	
HIQ011	HIQ_L	1	Yes	11007	11007	
HIQ011	HIQ_L	2	No	864	11871	
HIQ011	HIQ_L	7	Refused	10	11881	
HIQ011	HIQ_L	9	Don't know	29	11910	
HIQ011	HIQ_L	.	Missing	23	11933	
HIQ032A	HIQ_L	1	Covered by private insurance	5827	5827	
HIQ032A	HIQ_L	77	Refused	13	5840	
HIQ032A	HIQ_L	99	Don't know	107	5947	
HIQ032A	HIQ_L	.	Missing	5986	11933	
HIQ032B	HIQ_L	2	Covered by Medicare	2776	2776	
HIQ032B	HIQ_L	.	Missing	9157	11933	
HIQ032C	HIQ_L	3	Covered by Medi-Gap	201	201	
HIQ032C	HIQ_L	.	Missing	11732	11933	
HIQ032D	HIQ_L	4	Covered by Medicaid	2565	2565	
HIQ032D	HIQ_L	.	Missing	9368	11933	
HIQ032E	HIQ_L	5	Covered by CHIP	94	94	
HIQ032E	HIQ_L	.	Missing	11839	11933	
HIQ032F	HIQ_L	6	Covered by military health care	370	370	
HIQ032F	HIQ_L	.	Missing	11563	11933	
HIQ032H	HIQ_L	8	Covered by state-sponsored health plan	1120	1120	
HIQ032H	HIQ_L	.	Missing	10813	11933	
