"Variable"	"Table"	"CodeOrValue"	"ValueDescription"	"Count"	"Cumulative"	"SkipToItem"
"DXXOSBCC"	"P_DXXSPN"	"0"	"Valid data"	2121	2121	
"DXXOSBCC"	"P_DXXSPN"	"1"	"Invalid data"	1792	3913	
"DXXOSBCC"	"P_DXXSPN"	"."	"Missing"	680	4593	
"DXXL1BCC"	"P_DXXSPN"	"0"	"Valid data"	3572	3572	
"DXXL1BCC"	"P_DXXSPN"	"1"	"Removable or non-removable objects"	23	3595	
"DXXL1BCC"	"P_DXXSPN"	"3"	"Excessive x-ray noise due to morbid obesity"	0	3595	
"DXXL1BCC"	"P_DXXSPN"	"4"	"Insufficient scan area"	10	3605	
"DXXL1BCC"	"P_DXXSPN"	"5"	"Movement"	4	3609	
"DXXL1BCC"	"P_DXXSPN"	"6"	"Other (degenerative diseases spinal fusion fractures)"	304	3913	
"DXXL1BCC"	"P_DXXSPN"	"."	"Missing"	680	4593	
"DXXL2BCC"	"P_DXXSPN"	"0"	"Valid data"	3146	3146	
"DXXL2BCC"	"P_DXXSPN"	"1"	"Removable or non-removable objects"	36	3182	
"DXXL2BCC"	"P_DXXSPN"	"3"	"Excessive x-ray noise due to morbid obesity"	0	3182	
"DXXL2BCC"	"P_DXXSPN"	"4"	"Insufficient scan area"	0	3182	
"DXXL2BCC"	"P_DXXSPN"	"5"	"Movement"	6	3188	
"DXXL2BCC"	"P_DXXSPN"	"6"	"Other (degenerative diseases spinal fusion fractures)"	725	3913	
"DXXL2BCC"	"P_DXXSPN"	"."	"Missing"	680	4593	
"DXXL3BCC"	"P_DXXSPN"	"0"	"Valid data"	3062	3062	
"DXXL3BCC"	"P_DXXSPN"	"1"	"Removable or non-removable objects"	45	3107	
"DXXL3BCC"	"P_DXXSPN"	"3"	"Excessive x-ray noise due to morbid obesity"	0	3107	
"DXXL3BCC"	"P_DXXSPN"	"4"	"Insufficient scan area"	0	3107	
"DXXL3BCC"	"P_DXXSPN"	"5"	"Movement"	4	3111	
"DXXL3BCC"	"P_DXXSPN"	"6"	"Other (degenerative diseases spinal fusion fractures)"	802	3913	
"DXXL3BCC"	"P_DXXSPN"	"."	"Missing"	680	4593	
"DXXL4BCC"	"P_DXXSPN"	"0"	"Valid data"	2786	2786	
"DXXL4BCC"	"P_DXXSPN"	"1"	"Removable or non-removable objects"	58	2844	
"DXXL4BCC"	"P_DXXSPN"	"3"	"Excessive x-ray noise due to morbid obesity"	0	2844	
"DXXL4BCC"	"P_DXXSPN"	"4"	"Insufficient scan area"	2	2846	
"DXXL4BCC"	"P_DXXSPN"	"5"	"Movement"	5	2851	
"DXXL4BCC"	"P_DXXSPN"	"6"	"Other (degenerative diseases spinal fusion fractures)"	1062	3913	
"DXXL4BCC"	"P_DXXSPN"	"."	"Missing"	680	4593	
"DXXOSBMD"	"P_DXXSPN"	"0.454 to 1.796"	"Range of Values"	2121	2121	
"DXXOSBMD"	"P_DXXSPN"	"."	"Missing"	2472	4593	
"DXXOSBMC"	"P_DXXSPN"	"10.19 to 141.42"	"Range of Values"	2121	2121	
"DXXOSBMC"	"P_DXXSPN"	"."	"Missing"	2472	4593	
"DXXOSA"	"P_DXXSPN"	"14.12 to 96.5"	"Range of Values"	2121	2121	
"DXXOSA"	"P_DXXSPN"	"."	"Missing"	2472	4593	
"DXXL1BMD"	"P_DXXSPN"	"0 to 1.697"	"Range of Values"	3566	3566	
"DXXL1BMD"	"P_DXXSPN"	"."	"Missing"	1027	4593	
"DXXL1BMC"	"P_DXXSPN"	"0 to 41.06"	"Range of Values"	3566	3566	
"DXXL1BMC"	"P_DXXSPN"	"."	"Missing"	1027	4593	
"DXXL1A"	"P_DXXSPN"	"0 to 25.31"	"Range of Values"	3566	3566	
"DXXL1A"	"P_DXXSPN"	"."	"Missing"	1027	4593	
"DXXL2BMD"	"P_DXXSPN"	"0.461 to 1.796"	"Range of Values"	3141	3141	
"DXXL2BMD"	"P_DXXSPN"	"."	"Missing"	1452	4593	
"DXXL2BMC"	"P_DXXSPN"	"5.26 to 46.46"	"Range of Values"	3141	3141	
"DXXL2BMC"	"P_DXXSPN"	"."	"Missing"	1452	4593	
"DXXL2A"	"P_DXXSPN"	"7.23 to 27.1"	"Range of Values"	3141	3141	
"DXXL2A"	"P_DXXSPN"	"."	"Missing"	1452	4593	
"DXXL3BMD"	"P_DXXSPN"	"0.461 to 2.101"	"Range of Values"	3054	3054	
"DXXL3BMD"	"P_DXXSPN"	"."	"Missing"	1539	4593	
"DXXL3BMC"	"P_DXXSPN"	"4.76 to 44.01"	"Range of Values"	3054	3054	
"DXXL3BMC"	"P_DXXSPN"	"."	"Missing"	1539	4593	
"DXXL3A"	"P_DXXSPN"	"7.71 to 25.39"	"Range of Values"	3054	3054	
"DXXL3A"	"P_DXXSPN"	"."	"Missing"	1539	4593	
"DXXL4BMD"	"P_DXXSPN"	"0.452 to 2.864"	"Range of Values"	2777	2777	
"DXXL4BMD"	"P_DXXSPN"	"."	"Missing"	1816	4593	
"DXXL4BMC"	"P_DXXSPN"	"5.43 to 64.47"	"Range of Values"	2777	2777	
"DXXL4BMC"	"P_DXXSPN"	"."	"Missing"	1816	4593	
"DXXL4A"	"P_DXXSPN"	"9.35 to 28.39"	"Range of Values"	2777	2777	
"DXXL4A"	"P_DXXSPN"	"."	"Missing"	1816	4593	
"DXASPNK"	"P_DXXSPN"	"1.0961 to 1.1801"	"Range of Values"	3903	3903	
"DXASPNK"	"P_DXXSPN"	"."	"Missing"	690	4593	
"DXASPND0"	"P_DXXSPN"	"33.1402 to 53.0471"	"Range of Values"	3903	3903	
"DXASPND0"	"P_DXXSPN"	"."	"Missing"	690	4593	
"ECD010"	"P_ECQ"	"15 to 44"	"Range of Values"	5273	5273	
"ECD010"	"P_ECQ"	"14"	"14 years or younger"	9	5282	
"ECD010"	"P_ECQ"	"45"	"45 years or older"	10	5292	
"ECD010"	"P_ECQ"	"7777"	"Refused"	5	5297	
"ECD010"	"P_ECQ"	"9999"	"Don't know"	66	5363	
"ECD010"	"P_ECQ"	"."	"Missing"	2	5365	
"ECQ020"	"P_ECQ"	"1"	"Yes"	671	671	
"ECQ020"	"P_ECQ"	"2"	"No"	4628	5299	
"ECQ020"	"P_ECQ"	"7"	"Refused"	2	5301	
"ECQ020"	"P_ECQ"	"9"	"Don't know"	62	5363	
"ECQ020"	"P_ECQ"	"."	"Missing"	2	5365	
"ECD070A"	"P_ECQ"	"4 to 10"	"Range of Values"	5056	5056	
"ECD070A"	"P_ECQ"	"3"	"3 pounds or less"	129	5185	
"ECD070A"	"P_ECQ"	"11"	"11 pounds or more"	23	5208	
"ECD070A"	"P_ECQ"	"7777"	"Refused"	0	5208	
"ECD070A"	"P_ECQ"	"9999"	"Don't know"	155	5363	
"ECD070A"	"P_ECQ"	"."	"Missing"	2	5365	
"ECD070B"	"P_ECQ"	"0 to 15"	"Range of Values"	5208	5208	
"ECD070B"	"P_ECQ"	"7777"	"Refused"	0	5208	
"ECD070B"	"P_ECQ"	"9999"	"Don't know"	155	5363	
"ECD070B"	"P_ECQ"	"."	"Missing"	2	5365	
"ECQ080"	"P_ECQ"	"1"	"More than 5-1/2 lbs. (2500 g) or"	100	100	""
"ECQ080"	"P_ECQ"	"2"	"Less than 5-1/2 lbs. (2500 g)?"	21	121	"ECQ095"
"ECQ080"	"P_ECQ"	"7"	"Refused"	0	121	"ECQ095"
"ECQ080"	"P_ECQ"	"9"	"Don't know"	34	155	"ECQ095"
"ECQ080"	"P_ECQ"	"."	"Missing"	5210	5365	""
"ECQ090"	"P_ECQ"	"1"	"More than 9 lbs. (4100 g) or"	9	9	
"ECQ090"	"P_ECQ"	"2"	"Less than 9 lbs. (4100 g)?"	85	94	
"ECQ090"	"P_ECQ"	"7"	"Refused"	0	94	
"ECQ090"	"P_ECQ"	"9"	"Don't know"	6	100	
"ECQ090"	"P_ECQ"	"."	"Missing"	5265	5365	
"WHQ030E"	"P_ECQ"	"1"	"Overweight"	532	532	
"WHQ030E"	"P_ECQ"	"2"	"Underweight"	296	828	
"WHQ030E"	"P_ECQ"	"3"	"About the right weight"	3549	4377	
"WHQ030E"	"P_ECQ"	"7"	"Refused"	0	4377	
"WHQ030E"	"P_ECQ"	"9"	"Don't know"	6	4383	
"WHQ030E"	"P_ECQ"	"."	"Missing"	982	5365	
"MCQ080E"	"P_ECQ"	"1"	"Yes"	547	547	""
"MCQ080E"	"P_ECQ"	"2"	"No"	3835	4382	"End of Section"
"MCQ080E"	"P_ECQ"	"7"	"Refused"	0	4382	"End of Section"
"MCQ080E"	"P_ECQ"	"9"	"Don't know"	1	4383	"End of Section"
"MCQ080E"	"P_ECQ"	"."	"Missing"	982	5365	""
"ECQ150"	"P_ECQ"	"1"	"Yes"	431	431	
"ECQ150"	"P_ECQ"	"2"	"No"	116	547	
"ECQ150"	"P_ECQ"	"7"	"Refused"	0	547	
"ECQ150"	"P_ECQ"	"9"	"Don't know"	0	547	
"ECQ150"	"P_ECQ"	"."	"Missing"	4818	5365	
"WTSAPRP"	"P_ETHOX"	"5616.660506 to 955677.30961"	"Range of Values"	4018	4018	
"WTSAPRP"	"P_ETHOX"	"0"	"No Lab Result"	43	4061	
"WTSAPRP"	"P_ETHOX"	"."	"Missing"	0	4061	
"LBXEOA"	"P_ETHOX"	"9.12 to 1460"	"Range of Values"	3637	3637	
"LBXEOA"	"P_ETHOX"	"."	"Missing"	424	4061	
"LBDEOALC"	"P_ETHOX"	"0"	"detectable result"	3463	3463	
"LBDEOALC"	"P_ETHOX"	"1"	"below detectable limit"	174	3637	
"LBDEOALC"	"P_ETHOX"	"."	"Missing"	424	4061	
"PHQ020"	"P_FASTQX"	"1"	"Yes"	159	159	
"PHQ020"	"P_FASTQX"	"2"	"No"	13152	13311	
"PHQ020"	"P_FASTQX"	"."	"Missing"	461	13772	
"PHACOFHR"	"P_FASTQX"	"0 to 17"	"Range of Values"	159	159	
"PHACOFHR"	"P_FASTQX"	"."	"Missing"	13613	13772	
"PHACOFMN"	"P_FASTQX"	"0 to 59"	"Range of Values"	159	159	
"PHACOFMN"	"P_FASTQX"	"."	"Missing"	13613	13772	
"PHQ030"	"P_FASTQX"	"1"	"Yes"	66	66	
"PHQ030"	"P_FASTQX"	"2"	"No"	13245	13311	
"PHQ030"	"P_FASTQX"	"."	"Missing"	461	13772	
"PHAALCHR"	"P_FASTQX"	"0 to 17"	"Range of Values"	66	66	
"PHAALCHR"	"P_FASTQX"	"."	"Missing"	13706	13772	
"PHAALCMN"	"P_FASTQX"	"0 to 59"	"Range of Values"	66	66	
"PHAALCMN"	"P_FASTQX"	"."	"Missing"	13706	13772	
"PHQ040"	"P_FASTQX"	"1"	"Yes"	407	407	
"PHQ040"	"P_FASTQX"	"2"	"No"	12904	13311	
"PHQ040"	"P_FASTQX"	"."	"Missing"	461	13772	
"PHAGUMHR"	"P_FASTQX"	"0 to 23"	"Range of Values"	407	407	
"PHAGUMHR"	"P_FASTQX"	"."	"Missing"	13365	13772	
"PHAGUMMN"	"P_FASTQX"	"0 to 59"	"Range of Values"	407	407	
"PHAGUMMN"	"P_FASTQX"	"."	"Missing"	13365	13772	
"PHQ050"	"P_FASTQX"	"1"	"Yes"	110	110	
"PHQ050"	"P_FASTQX"	"2"	"No"	13201	13311	
"PHQ050"	"P_FASTQX"	"."	"Missing"	461	13772	
"PHAANTHR"	"P_FASTQX"	"0 to 20"	"Range of Values"	110	110	
"PHAANTHR"	"P_FASTQX"	"."	"Missing"	13662	13772	
"PHAANTMN"	"P_FASTQX"	"0 to 59"	"Range of Values"	110	110	
"PHAANTMN"	"P_FASTQX"	"."	"Missing"	13662	13772	
"PHQ060"	"P_FASTQX"	"1"	"Yes"	273	273	
"PHQ060"	"P_FASTQX"	"2"	"No"	13038	13311	
"PHQ060"	"P_FASTQX"	"."	"Missing"	461	13772	
"PHASUPHR"	"P_FASTQX"	"0 to 16"	"Range of Values"	273	273	
"PHASUPHR"	"P_FASTQX"	"."	"Missing"	13499	13772	
"PHASUPMN"	"P_FASTQX"	"0 to 59"	"Range of Values"	273	273	
"PHASUPMN"	"P_FASTQX"	"."	"Missing"	13499	13772	
"PHAFSTHR"	"P_FASTQX"	"0 to 29"	"Range of Values"	13269	13269	
"PHAFSTHR"	"P_FASTQX"	"30"	"30 hours or more"	36	13305	
"PHAFSTHR"	"P_FASTQX"	"."	"Missing"	467	13772	
"PHAFSTMN"	"P_FASTQX"	"0 to 59"	"Range of Values"	13305	13305	
"PHAFSTMN"	"P_FASTQX"	"."	"Missing"	467	13772	
"PHDSESN"	"P_FASTQX"	"0"	"morning"	6454	6454	
"PHDSESN"	"P_FASTQX"	"1"	"afternoon"	5090	11544	
"PHDSESN"	"P_FASTQX"	"2"	"evening"	2228	13772	
"PHDSESN"	"P_FASTQX"	"."	"Missing"	0	13772	
"LBXFER"	"P_FERTIN"	"1.04 to 5190"	"Range of Values"	10557	10557	
"LBXFER"	"P_FERTIN"	"."	"Missing"	1426	11983	
"LBDFERSI"	"P_FERTIN"	"1.04 to 5190"	"Range of Values"	10557	10557	
"LBDFERSI"	"P_FERTIN"	"."	"Missing"	1426	11983	
"LBXIRN"	"P_FETIB"	"8 to 481"	"Range of Values"	9505	9505	
"LBXIRN"	"P_FETIB"	"."	"Missing"	904	10409	
"LBDIRNSI"	"P_FETIB"	"1.4 to 86.1"	"Range of Values"	9505	9505	
"LBDIRNSI"	"P_FETIB"	"."	"Missing"	904	10409	
"LBXUIB"	"P_FETIB"	"12 to 602"	"Range of Values"	9460	9460	
"LBXUIB"	"P_FETIB"	"."	"Missing"	949	10409	
"LBDUIBLC"	"P_FETIB"	"0"	"At or above detection limit"	9453	9453	
"LBDUIBLC"	"P_FETIB"	"1"	"Below lower detection limit"	7	9460	
"LBDUIBLC"	"P_FETIB"	"."	"Missing"	949	10409	
"LBDUIBSI"	"P_FETIB"	"0.18 to 107.82"	"Range of Values"	9460	9460	
"LBDUIBSI"	"P_FETIB"	"."	"Missing"	949	10409	
"LBDTIB"	"P_FETIB"	"139 to 621"	"Range of Values"	9453	9453	
"LBDTIB"	"P_FETIB"	"."	"Missing"	956	10409	
"LBDTIBSI"	"P_FETIB"	"24.89 to 111.22"	"Range of Values"	9453	9453	
"LBDTIBSI"	"P_FETIB"	"."	"Missing"	956	10409	
"LBDPCT"	"P_FETIB"	"2 to 92"	"Range of Values"	9453	9453	
"LBDPCT"	"P_FETIB"	"."	"Missing"	956	10409	
"WTFOLPRP"	"P_FOLATE"	"2613.502065 to 856106.12264"	"Range of Values"	7472	7472	
"WTFOLPRP"	"P_FOLATE"	"0"	"No Lab Result"	914	8386	
"WTFOLPRP"	"P_FOLATE"	"."	"Missing"	0	8386	
"LBDRFO"	"P_FOLATE"	"50.3 to 2590"	"Range of Values"	7420	7420	
"LBDRFO"	"P_FOLATE"	"."	"Missing"	966	8386	
"LBDRFOSI"	"P_FOLATE"	"114 to 5870"	"Range of Values"	7420	7420	
"LBDRFOSI"	"P_FOLATE"	"."	"Missing"	966	8386	
"WTFOLPRP"	"P_FOLFMS"	"2613.502065 to 856106.12264"	"Range of Values"	7472	7472	
"WTFOLPRP"	"P_FOLFMS"	"0"	"No Lab Result"	914	8386	
"WTFOLPRP"	"P_FOLFMS"	"."	"Missing"	0	8386	
"LBDFOTSI"	"P_FOLFMS"	"3.27 to 573"	"Range of Values"	7334	7334	
"LBDFOTSI"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBDFOT"	"P_FOLFMS"	"1.44 to 253"	"Range of Values"	7334	7334	
"LBDFOT"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBXSF1SI"	"P_FOLFMS"	"2.28 to 331"	"Range of Values"	7334	7334	
"LBXSF1SI"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBDSF1LC"	"P_FOLFMS"	"0"	"At or above the detection limit"	7334	7334	
"LBDSF1LC"	"P_FOLFMS"	"1"	"Below lower detection limit"	0	7334	
"LBDSF1LC"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBXSF2SI"	"P_FOLFMS"	"0.099 to 368"	"Range of Values"	7334	7334	
"LBXSF2SI"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBDSF2LC"	"P_FOLFMS"	"0"	"At or above the detection limit"	7317	7317	
"LBDSF2LC"	"P_FOLFMS"	"1"	"Below lower detection limit"	17	7334	
"LBDSF2LC"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBXSF3SI"	"P_FOLFMS"	"0.141 to 345"	"Range of Values"	7334	7334	
"LBXSF3SI"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBDSF3LC"	"P_FOLFMS"	"0"	"At or above the detection limit"	86	86	
"LBDSF3LC"	"P_FOLFMS"	"1"	"Below lower detection limit"	7248	7334	
"LBDSF3LC"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBXSF4SI"	"P_FOLFMS"	"0.177 to 19.8"	"Range of Values"	7334	7334	
"LBXSF4SI"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBDSF4LC"	"P_FOLFMS"	"0"	"At or above the detection limit"	6781	6781	
"LBDSF4LC"	"P_FOLFMS"	"1"	"Below lower detection limit"	553	7334	
"LBDSF4LC"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBXSF5SI"	"P_FOLFMS"	"0.141 to 43.7"	"Range of Values"	7334	7334	
"LBXSF5SI"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBDSF5LC"	"P_FOLFMS"	"0"	"At or above the detection limit"	698	698	
"LBDSF5LC"	"P_FOLFMS"	"1"	"Below lower detection limit"	6636	7334	
"LBDSF5LC"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBXSF6SI"	"P_FOLFMS"	"0.113 to 48.5"	"Range of Values"	7334	7334	
"LBXSF6SI"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"LBDSF6LC"	"P_FOLFMS"	"0"	"At or above the detection limit"	7334	7334	
"LBDSF6LC"	"P_FOLFMS"	"1"	"Below lower detection limit"	0	7334	
"LBDSF6LC"	"P_FOLFMS"	"."	"Missing"	1052	8386	
"WTSBPRP"	"P_FR"	"2462.026927 to 981259.61533"	"Range of Values"	4646	4646	
"WTSBPRP"	"P_FR"	"0"	"Participants 3+ years with no lab specimen"	283	4929	
"WTSBPRP"	"P_FR"	"."	"Missing"	0	4929	
"URXBCPP"	"P_FR"	"0.0707 to 26.1"	"Range of Values"	4617	4617	
"URXBCPP"	"P_FR"	"."	"Missing"	312	4929	
"URDBCPLC"	"P_FR"	"0"	"At or above the detection limit"	2006	2006	
"URDBCPLC"	"P_FR"	"1"	"Below lower detection limit"	2611	4617	
"URDBCPLC"	"P_FR"	"."	"Missing"	312	4929	
"URXBCEP"	"P_FR"	"0.0707 to 268"	"Range of Values"	4618	4618	
"URXBCEP"	"P_FR"	"."	"Missing"	311	4929	
"URDCEPLC"	"P_FR"	"0"	"At or above the detection limit"	3420	3420	
"URDCEPLC"	"P_FR"	"1"	"Below lower detection limit"	1198	4618	
"URDCEPLC"	"P_FR"	"."	"Missing"	311	4929	
"URXBDCP"	"P_FR"	"0.0707 to 260"	"Range of Values"	4599	4599	
"URXBDCP"	"P_FR"	"."	"Missing"	330	4929	
"URDBDCLC"	"P_FR"	"0"	"At or above the detection limit"	4485	4485	
"URDBDCLC"	"P_FR"	"1"	"Below lower detection limit"	114	4599	
"URDBDCLC"	"P_FR"	"."	"Missing"	330	4929	
"URXDBUP"	"P_FR"	"0.0707 to 62.3"	"Range of Values"	4614	4614	
"URXDBUP"	"P_FR"	"."	"Missing"	315	4929	
"URDDUPLC"	"P_FR"	"0"	"At or above the detection limit"	2463	2463	
"URDDUPLC"	"P_FR"	"1"	"Below lower detection limit"	2151	4614	
"URDDUPLC"	"P_FR"	"."	"Missing"	315	4929	
"URXDPHP"	"P_FR"	"0.0707 to 270"	"Range of Values"	4622	4622	
"URXDPHP"	"P_FR"	"."	"Missing"	307	4929	
"URDDPHLC"	"P_FR"	"0"	"At or above the detection limit"	4485	4485	
"URDDPHLC"	"P_FR"	"1"	"Below lower detection limit"	137	4622	
"URDDPHLC"	"P_FR"	"."	"Missing"	307	4929	
"URXTBBA"	"P_FR"	"0.0354 to 1.36"	"Range of Values"	4622	4622	
"URXTBBA"	"P_FR"	"."	"Missing"	307	4929	
"URDBBALC"	"P_FR"	"0"	"At or above the detection limit"	353	353	
"URDBBALC"	"P_FR"	"1"	"Below lower detection limit"	4269	4622	
"URDBBALC"	"P_FR"	"."	"Missing"	307	4929	
"FSDHH"	"P_FSQ"	"1"	"HH full food security: 0"	8668	8668	
"FSDHH"	"P_FSQ"	"2"	"HH marginal food security: 1-2"	2197	10865	
"FSDHH"	"P_FSQ"	"3"	"HH low food security: 3-5 (HH w/o child) / 3-7 (HH w/ child)"	2289	13154	
"FSDHH"	"P_FSQ"	"4"	"HH very low food security: 6-10 (HH w/o child) / 8-18 (HH w/ child)"	1322	14476	
"FSDHH"	"P_FSQ"	"."	"Missing"	1084	15560	
"FSDAD"	"P_FSQ"	"1"	"AD full food security: 0"	8774	8774	
"FSDAD"	"P_FSQ"	"2"	"AD marginal food security: 1-2"	2329	11103	
"FSDAD"	"P_FSQ"	"3"	"AD low food security: 3-5"	1901	13004	
"FSDAD"	"P_FSQ"	"4"	"AD very low food security: 6-10"	1472	14476	
"FSDAD"	"P_FSQ"	"."	"Missing"	1084	15560	
"FSD151"	"P_FSQ"	"1"	"Yes"	1884	1884	
"FSD151"	"P_FSQ"	"2"	"No"	12592	14476	
"FSD151"	"P_FSQ"	"7"	"Refused"	23	14499	
"FSD151"	"P_FSQ"	"9"	"Don't know"	6	14505	
"FSD151"	"P_FSQ"	"."	"Missing"	1055	15560	
"FSQ165"	"P_FSQ"	"1"	"Yes"	7093	7093	""
"FSQ165"	"P_FSQ"	"2"	"No"	7311	14404	"FSD162"
"FSQ165"	"P_FSQ"	"7"	"Refused"	42	14446	"FSD162"
"FSQ165"	"P_FSQ"	"9"	"Don't know"	59	14505	"FSD162"
"FSQ165"	"P_FSQ"	"."	"Missing"	1055	15560	""
"FSQ012"	"P_FSQ"	"1"	"Yes"	4332	4332	""
"FSQ012"	"P_FSQ"	"2"	"No"	2740	7072	"FSD162"
"FSQ012"	"P_FSQ"	"7"	"Refused"	2	7074	"FSD162"
"FSQ012"	"P_FSQ"	"9"	"Don't know"	19	7093	"FSD162"
"FSQ012"	"P_FSQ"	"."	"Missing"	8467	15560	""
"FSD230"	"P_FSQ"	"1"	"Yes"	3802	3802	
"FSD230"	"P_FSQ"	"2"	"No"	522	4324	
"FSD230"	"P_FSQ"	"7"	"Refused"	0	4324	
"FSD230"	"P_FSQ"	"9"	"Don't know"	8	4332	
"FSD230"	"P_FSQ"	"."	"Missing"	11228	15560	
"FSD162"	"P_FSQ"	"1"	"Yes"	2396	2396	""
"FSD162"	"P_FSQ"	"2"	"No"	12065	14461	"FSQBOX6"
"FSD162"	"P_FSQ"	"7"	"Refused"	10	14471	"FSQBOX6"
"FSD162"	"P_FSQ"	"9"	"Don't know"	25	14496	"FSQBOX6"
"FSD162"	"P_FSQ"	"."	"Missing"	1064	15560	""
"FSQ760"	"P_FSQ"	"1"	"Yes"	1904	1904	
"FSQ760"	"P_FSQ"	"2"	"No"	489	2393	
"FSQ760"	"P_FSQ"	"7"	"Refused"	0	2393	
"FSQ760"	"P_FSQ"	"9"	"Don't know"	3	2396	
"FSQ760"	"P_FSQ"	"."	"Missing"	13164	15560	
"FSQ653"	"P_FSQ"	"1"	"Yes"	1472	1472	""
"FSQ653"	"P_FSQ"	"2"	"No"	866	2338	"FSQ690"
"FSQ653"	"P_FSQ"	"7"	"Refused"	0	2338	"FSQ690"
"FSQ653"	"P_FSQ"	"9"	"Don't know"	4	2342	"FSQ690"
"FSQ653"	"P_FSQ"	"."	"Missing"	13218	15560	""
"FSD660ZC"	"P_FSQ"	"1"	"Yes"	736	736	
"FSD660ZC"	"P_FSQ"	"2"	"No"	733	1469	
"FSD660ZC"	"P_FSQ"	"7"	"Refused"	0	1469	
"FSD660ZC"	"P_FSQ"	"9"	"Don't know"	3	1472	
"FSD660ZC"	"P_FSQ"	"."	"Missing"	14088	15560	
"FSD675"	"P_FSQ"	"1"	"Yes"	1409	1409	
"FSD675"	"P_FSQ"	"2"	"No"	58	1467	
"FSD675"	"P_FSQ"	"7"	"Refused"	0	1467	
"FSD675"	"P_FSQ"	"9"	"Don't know"	5	1472	
"FSD675"	"P_FSQ"	"."	"Missing"	14088	15560	
"FSD680"	"P_FSQ"	"1"	"Yes"	801	801	
"FSD680"	"P_FSQ"	"2"	"No"	268	1069	
"FSD680"	"P_FSQ"	"7"	"Refused"	0	1069	
"FSD680"	"P_FSQ"	"9"	"Don't know"	6	1075	
"FSD680"	"P_FSQ"	"."	"Missing"	14485	15560	
"FSD670ZC"	"P_FSQ"	"0 to 60"	"Range of Values"	1458	1458	
"FSD670ZC"	"P_FSQ"	"777"	"Refused"	0	1458	
"FSD670ZC"	"P_FSQ"	"999"	"Don't know"	14	1472	
"FSD670ZC"	"P_FSQ"	"."	"Missing"	14088	15560	
"FSQ690"	"P_FSQ"	"1"	"Yes"	1181	1181	""
"FSQ690"	"P_FSQ"	"2"	"No"	1126	2307	"End of Section"
"FSQ690"	"P_FSQ"	"7"	"Refused"	1	2308	"End of Section"
"FSQ690"	"P_FSQ"	"9"	"Don't know"	34	2342	"End of Section"
"FSQ690"	"P_FSQ"	"."	"Missing"	13218	15560	""
"FSQ695"	"P_FSQ"	"1 to 9"	"Range of Values"	1132	1132	
"FSQ695"	"P_FSQ"	"77"	"Refused"	0	1132	
"FSQ695"	"P_FSQ"	"99"	"Don't know"	49	1181	
"FSQ695"	"P_FSQ"	"."	"Missing"	14379	15560	
"FSD652ZW"	"P_FSQ"	"1"	"Yes"	139	139	""
"FSD652ZW"	"P_FSQ"	"2"	"No"	158	297	"FSD652CW"
"FSD652ZW"	"P_FSQ"	"7"	"Refused"	1	298	"FSD652CW"
"FSD652ZW"	"P_FSQ"	"9"	"Don't know"	1	299	"FSD652CW"
"FSD652ZW"	"P_FSQ"	"."	"Missing"	15261	15560	""
"FSD672ZW"	"P_FSQ"	"1 to 9"	"Range of Values"	137	137	
"FSD672ZW"	"P_FSQ"	"77"	"Refused"	0	137	
"FSD672ZW"	"P_FSQ"	"99"	"Don't know"	2	139	
"FSD672ZW"	"P_FSQ"	"."	"Missing"	15421	15560	
"FSD652CW"	"P_FSQ"	"1"	"Yes"	116	116	
"FSD652CW"	"P_FSQ"	"2"	"No"	166	282	
"FSD652CW"	"P_FSQ"	"3"	"Currently pregnant"	15	297	
"FSD652CW"	"P_FSQ"	"7"	"Refused"	1	298	
"FSD652CW"	"P_FSQ"	"9"	"Don't know"	1	299	
"FSD652CW"	"P_FSQ"	"."	"Missing"	15261	15560	
"FSD660ZW"	"P_FSQ"	"1"	"Yes"	63	63	
"FSD660ZW"	"P_FSQ"	"2"	"No"	236	299	
"FSD660ZW"	"P_FSQ"	"7"	"Refused"	0	299	
"FSD660ZW"	"P_FSQ"	"9"	"Don't know"	0	299	
"FSD660ZW"	"P_FSQ"	"."	"Missing"	15261	15560	
"FSD032A"	"P_FSQ_R"	"1"	"Often true"	1357	1357	
"FSD032A"	"P_FSQ_R"	"2"	"Sometimes true"	3553	4910	
"FSD032A"	"P_FSQ_R"	"3"	"Never true"	9561	14471	
"FSD032A"	"P_FSQ_R"	"7"	"Refused"	20	14491	
"FSD032A"	"P_FSQ_R"	"9"	"Don't know"	14	14505	
"FSD032A"	"P_FSQ_R"	"."	"Missing"	1055	15560	
"FSD032B"	"P_FSQ_R"	"1"	"Often true"	966	966	
