"Variable"	"Table"	"CodeOrValue"	"ValueDescription"	"Count"	"Cumulative"	"SkipToItem"
"FSD032B"	"P_FSQ_R"	"2"	"Sometimes true"	3220	4186	
"FSD032B"	"P_FSQ_R"	"3"	"Never true"	10289	14475	
"FSD032B"	"P_FSQ_R"	"7"	"Refused"	20	14495	
"FSD032B"	"P_FSQ_R"	"9"	"Don't know"	10	14505	
"FSD032B"	"P_FSQ_R"	"."	"Missing"	1055	15560	
"FSD032C"	"P_FSQ_R"	"1"	"Often true"	843	843	
"FSD032C"	"P_FSQ_R"	"2"	"Sometimes true"	2744	3587	
"FSD032C"	"P_FSQ_R"	"3"	"Never true"	10873	14460	
"FSD032C"	"P_FSQ_R"	"7"	"Refused"	23	14483	
"FSD032C"	"P_FSQ_R"	"9"	"Don't know"	22	14505	
"FSD032C"	"P_FSQ_R"	"."	"Missing"	1055	15560	
"FSD041"	"P_FSQ_R"	"1"	"Yes"	2112	2112	""
"FSD041"	"P_FSQ_R"	"2"	"No"	3583	5695	"FSD061"
"FSD041"	"P_FSQ_R"	"7"	"Refused"	2	5697	"FSD061"
"FSD041"	"P_FSQ_R"	"9"	"Don't know"	5	5702	"FSD061"
"FSD041"	"P_FSQ_R"	"."	"Missing"	9858	15560	""
"FSD052"	"P_FSQ_R"	"1"	"Almost every month"	505	505	
"FSD052"	"P_FSQ_R"	"2"	"Some months but not every month or"	1053	1558	
"FSD052"	"P_FSQ_R"	"3"	"Only 1 or 2 months?"	551	2109	
"FSD052"	"P_FSQ_R"	"7"	"Refused"	1	2110	
"FSD052"	"P_FSQ_R"	"9"	"Don't know"	2	2112	
"FSD052"	"P_FSQ_R"	"."	"Missing"	13448	15560	
"FSD061"	"P_FSQ_R"	"1"	"Yes"	2050	2050	
"FSD061"	"P_FSQ_R"	"2"	"No"	3648	5698	
"FSD061"	"P_FSQ_R"	"7"	"Refused"	2	5700	
"FSD061"	"P_FSQ_R"	"9"	"Don't know"	2	5702	
"FSD061"	"P_FSQ_R"	"."	"Missing"	9858	15560	
"FSD071"	"P_FSQ_R"	"1"	"Yes"	1302	1302	
"FSD071"	"P_FSQ_R"	"2"	"No"	4398	5700	
"FSD071"	"P_FSQ_R"	"7"	"Refused"	2	5702	
"FSD071"	"P_FSQ_R"	"9"	"Don't know"	0	5702	
"FSD071"	"P_FSQ_R"	"."	"Missing"	9858	15560	
"FSD081"	"P_FSQ_R"	"1"	"Yes"	783	783	
"FSD081"	"P_FSQ_R"	"2"	"No"	4887	5670	
"FSD081"	"P_FSQ_R"	"7"	"Refused"	2	5672	
"FSD081"	"P_FSQ_R"	"9"	"Don't know"	30	5702	
"FSD081"	"P_FSQ_R"	"."	"Missing"	9858	15560	
"FSD092"	"P_FSQ_R"	"1"	"Yes"	505	505	""
"FSD092"	"P_FSQ_R"	"2"	"No"	2056	2561	"FSQBOX3"
"FSD092"	"P_FSQ_R"	"7"	"Refused"	0	2561	"FSQBOX3"
"FSD092"	"P_FSQ_R"	"9"	"Don't know"	2	2563	"FSQBOX3"
"FSD092"	"P_FSQ_R"	"."	"Missing"	12997	15560	""
"FSD102"	"P_FSQ_R"	"1"	"Almost every month"	142	142	
"FSD102"	"P_FSQ_R"	"2"	"Some months but not every month or"	226	368	
"FSD102"	"P_FSQ_R"	"3"	"Only 1 or 2 months?"	137	505	
"FSD102"	"P_FSQ_R"	"7"	"Refused"	0	505	
"FSD102"	"P_FSQ_R"	"9"	"Don't know"	0	505	
"FSD102"	"P_FSQ_R"	"."	"Missing"	15055	15560	
"FSD032D"	"P_FSQ_R"	"1"	"Often true"	267	267	
"FSD032D"	"P_FSQ_R"	"2"	"Sometimes true"	1275	1542	
"FSD032D"	"P_FSQ_R"	"3"	"Never true"	7365	8907	
"FSD032D"	"P_FSQ_R"	"7"	"Refused"	16	8923	
"FSD032D"	"P_FSQ_R"	"9"	"Don't know"	16	8939	
"FSD032D"	"P_FSQ_R"	"."	"Missing"	6621	15560	
"FSD032E"	"P_FSQ_R"	"1"	"Often true"	129	129	
"FSD032E"	"P_FSQ_R"	"2"	"Sometimes true"	975	1104	
"FSD032E"	"P_FSQ_R"	"3"	"Never true"	7811	8915	
"FSD032E"	"P_FSQ_R"	"7"	"Refused"	16	8931	
"FSD032E"	"P_FSQ_R"	"9"	"Don't know"	8	8939	
"FSD032E"	"P_FSQ_R"	"."	"Missing"	6621	15560	
"FSD032F"	"P_FSQ_R"	"1"	"Often true"	69	69	
"FSD032F"	"P_FSQ_R"	"2"	"Sometimes true"	409	478	
"FSD032F"	"P_FSQ_R"	"3"	"Never true"	8437	8915	
"FSD032F"	"P_FSQ_R"	"7"	"Refused"	16	8931	
"FSD032F"	"P_FSQ_R"	"9"	"Don't know"	8	8939	
"FSD032F"	"P_FSQ_R"	"."	"Missing"	6621	15560	
"FSD111"	"P_FSQ_R"	"1"	"Yes"	307	307	
"FSD111"	"P_FSQ_R"	"2"	"No"	1419	1726	
"FSD111"	"P_FSQ_R"	"7"	"Refused"	0	1726	
"FSD111"	"P_FSQ_R"	"9"	"Don't know"	0	1726	
"FSD111"	"P_FSQ_R"	"."	"Missing"	13834	15560	
"FSD122"	"P_FSQ_R"	"1"	"Yes"	112	112	""
"FSD122"	"P_FSQ_R"	"2"	"No"	1613	1725	"FSD141"
"FSD122"	"P_FSQ_R"	"7"	"Refused"	0	1725	"FSD141"
"FSD122"	"P_FSQ_R"	"9"	"Don't know"	1	1726	"FSD141"
"FSD122"	"P_FSQ_R"	"."	"Missing"	13834	15560	""
"FSD132"	"P_FSQ_R"	"1"	"Almost every month"	19	19	
"FSD132"	"P_FSQ_R"	"2"	"Some months but not every month or"	61	80	
"FSD132"	"P_FSQ_R"	"3"	"Only 1 or 2 months?"	32	112	
"FSD132"	"P_FSQ_R"	"7"	"Refused"	0	112	
"FSD132"	"P_FSQ_R"	"9"	"Don't know"	0	112	
"FSD132"	"P_FSQ_R"	"."	"Missing"	15448	15560	
"FSD141"	"P_FSQ_R"	"1"	"Yes"	188	188	
"FSD141"	"P_FSQ_R"	"2"	"No"	1537	1725	
"FSD141"	"P_FSQ_R"	"7"	"Refused"	0	1725	
"FSD141"	"P_FSQ_R"	"9"	"Don't know"	1	1726	
"FSD141"	"P_FSQ_R"	"."	"Missing"	13834	15560	
"FSD146"	"P_FSQ_R"	"1"	"Yes"	57	57	
"FSD146"	"P_FSQ_R"	"2"	"No"	1668	1725	
"FSD146"	"P_FSQ_R"	"7"	"Refused"	0	1725	
"FSD146"	"P_FSQ_R"	"9"	"Don't know"	1	1726	
"FSD146"	"P_FSQ_R"	"."	"Missing"	13834	15560	
"FSDHH"	"P_FSQ_R"	"1"	"HH full food security: 0"	8668	8668	
"FSDHH"	"P_FSQ_R"	"2"	"HH marginal food security: 1-2"	2197	10865	
"FSDHH"	"P_FSQ_R"	"3"	"HH low food security: 3-5 (HH w/o child) / 3-7 (HH w/ child)"	2289	13154	
"FSDHH"	"P_FSQ_R"	"4"	"HH very low food security: 6-10 (HH w/o child) / 8-18 (HH w/ child)"	1322	14476	
"FSDHH"	"P_FSQ_R"	"."	"Missing"	1084	15560	
"FSDAD"	"P_FSQ_R"	"1"	"AD full food security: 0"	8774	8774	
"FSDAD"	"P_FSQ_R"	"2"	"AD marginal food security: 1-2"	2329	11103	
"FSDAD"	"P_FSQ_R"	"3"	"AD low food security: 3-5"	1901	13004	
"FSDAD"	"P_FSQ_R"	"4"	"AD very low food security: 6-10"	1472	14476	
"FSDAD"	"P_FSQ_R"	"."	"Missing"	1084	15560	
"FSDCH"	"P_FSQ_R"	"1"	"CH full or marginal food security: 0"	7189	7189	
"FSDCH"	"P_FSQ_R"	"2"	"CH marginal food security: 1"	670	7859	
"FSDCH"	"P_FSQ_R"	"3"	"CH low food security: 2-4"	931	8790	
"FSDCH"	"P_FSQ_R"	"4"	"CH very low food security: 5-8"	125	8915	
"FSDCH"	"P_FSQ_R"	"."	"Missing"	6645	15560	
"FSD151"	"P_FSQ_R"	"1"	"Yes"	1884	1884	
"FSD151"	"P_FSQ_R"	"2"	"No"	12592	14476	
"FSD151"	"P_FSQ_R"	"7"	"Refused"	23	14499	
"FSD151"	"P_FSQ_R"	"9"	"Don't know"	6	14505	
"FSD151"	"P_FSQ_R"	"."	"Missing"	1055	15560	
"FSQ165"	"P_FSQ_R"	"1"	"Yes"	7093	7093	""
"FSQ165"	"P_FSQ_R"	"2"	"No"	7311	14404	"FSD855"
"FSQ165"	"P_FSQ_R"	"7"	"Refused"	42	14446	"FSD855"
"FSQ165"	"P_FSQ_R"	"9"	"Don't know"	59	14505	"FSD855"
"FSQ165"	"P_FSQ_R"	"."	"Missing"	1055	15560	""
"FSD165N"	"P_FSQ_R"	"1 to 11"	"Range of Values"	7084	7084	
"FSD165N"	"P_FSQ_R"	"77"	"Refused"	2	7086	
"FSD165N"	"P_FSQ_R"	"99"	"Don't know"	7	7093	
"FSD165N"	"P_FSQ_R"	"."	"Missing"	8467	15560	
"FSQ012"	"P_FSQ_R"	"1"	"Yes"	4332	4332	""
"FSQ012"	"P_FSQ_R"	"2"	"No"	2740	7072	"FSD855"
"FSQ012"	"P_FSQ_R"	"7"	"Refused"	2	7074	"FSD855"
"FSQ012"	"P_FSQ_R"	"9"	"Don't know"	19	7093	"FSD855"
"FSQ012"	"P_FSQ_R"	"."	"Missing"	8467	15560	""
"FSD012N"	"P_FSQ_R"	"1 to 11"	"Range of Values"	4332	4332	
"FSD012N"	"P_FSQ_R"	"77"	"Refused"	0	4332	
"FSD012N"	"P_FSQ_R"	"99"	"Don't know"	0	4332	
"FSD012N"	"P_FSQ_R"	"."	"Missing"	11228	15560	
"FSD230"	"P_FSQ_R"	"1"	"Yes"	3802	3802	""
"FSD230"	"P_FSQ_R"	"2"	"No"	522	4324	"FSD795"
"FSD230"	"P_FSQ_R"	"7"	"Refused"	0	4324	"FSD795"
"FSD230"	"P_FSQ_R"	"9"	"Don't know"	8	4332	"FSD795"
"FSD230"	"P_FSQ_R"	"."	"Missing"	11228	15560	""
"FSD230N"	"P_FSQ_R"	"1 to 11"	"Range of Values"	3802	3802	
"FSD230N"	"P_FSQ_R"	"77"	"Refused"	0	3802	
"FSD230N"	"P_FSQ_R"	"99"	"Don't know"	0	3802	
"FSD230N"	"P_FSQ_R"	"."	"Missing"	11758	15560	
"FSD795"	"P_FSQ_R"	"1 to 12"	"Range of Values"	4266	4266	
"FSD795"	"P_FSQ_R"	"77"	"Refused"	0	4266	
"FSD795"	"P_FSQ_R"	"99"	"Don't know"	66	4332	
"FSD795"	"P_FSQ_R"	"."	"Missing"	11228	15560	
"FSD225"	"P_FSQ_R"	"0 to 390"	"Range of Values"	3889	3889	
"FSD225"	"P_FSQ_R"	"77777"	"Refused"	28	3917	
"FSD225"	"P_FSQ_R"	"99999"	"Don't know"	408	4325	
"FSD225"	"P_FSQ_R"	"."	"Missing"	11235	15560	
"FSD235"	"P_FSQ_R"	"1 to 6526"	"Range of Values"	4017	4017	
"FSD235"	"P_FSQ_R"	"77777"	"Refused"	40	4057	
"FSD235"	"P_FSQ_R"	"99999"	"Don't know"	263	4320	
"FSD235"	"P_FSQ_R"	"."	"Missing"	11240	15560	
"FSD855"	"P_FSQ_R"	"1"	"Yes"	145	145	""
"FSD855"	"P_FSQ_R"	"2"	"No"	14231	14376	"FSQBOX5"
"FSD855"	"P_FSQ_R"	"7"	"Refused"	40	14416	"FSQBOX5"
"FSD855"	"P_FSQ_R"	"9"	"Don't know"	89	14505	"FSQBOX5"
"FSD855"	"P_FSQ_R"	"."	"Missing"	1055	15560	""
"FSD860"	"P_FSQ_R"	"0 to 48"	"Range of Values"	99	99	
"FSD860"	"P_FSQ_R"	"77777"	"Refused"	0	99	
"FSD860"	"P_FSQ_R"	"99999"	"Don't know"	44	143	
"FSD860"	"P_FSQ_R"	"."	"Missing"	15417	15560	
"FSQ865"	"P_FSQ_R"	"5 to 765"	"Range of Values"	100	100	
"FSQ865"	"P_FSQ_R"	"77777"	"Refused"	0	100	
"FSQ865"	"P_FSQ_R"	"99999"	"Don't know"	45	145	
"FSQ865"	"P_FSQ_R"	"."	"Missing"	15415	15560	
"FSQ162"	"P_FSQ_R"	"1"	"Yes"	2396	2396	""
"FSQ162"	"P_FSQ_R"	"2"	"No"	8971	11367	"FSQBOX6"
"FSQ162"	"P_FSQ_R"	"7"	"Refused"	10	11377	"FSQBOX6"
"FSQ162"	"P_FSQ_R"	"9"	"Don't know"	25	11402	"FSQBOX6"
"FSQ162"	"P_FSQ_R"	"."	"Missing"	4158	15560	""
"FSQ760"	"P_FSQ_R"	"1"	"Yes"	1904	1904	""
"FSQ760"	"P_FSQ_R"	"2"	"No"	489	2393	"FSQBOX6"
"FSQ760"	"P_FSQ_R"	"7"	"Refused"	0	2393	"FSQBOX6"
"FSQ760"	"P_FSQ_R"	"9"	"Don't know"	3	2396	"FSQBOX6"
"FSQ760"	"P_FSQ_R"	"."	"Missing"	13164	15560	""
"FSD760N"	"P_FSQ_R"	"1 to 6"	"Range of Values"	1890	1890	
"FSD760N"	"P_FSQ_R"	"77"	"Refused"	0	1890	
"FSD760N"	"P_FSQ_R"	"99"	"Don't know"	0	1890	
"FSD760N"	"P_FSQ_R"	"."	"Missing"	13670	15560	
"FSQ653"	"P_FSQ_R"	"1"	"Yes"	1472	1472	""
"FSQ653"	"P_FSQ_R"	"2"	"No"	866	2338	"FSQ690"
"FSQ653"	"P_FSQ_R"	"7"	"Refused"	0	2338	"FSQ690"
"FSQ653"	"P_FSQ_R"	"9"	"Don't know"	4	2342	"FSQ690"
"FSQ653"	"P_FSQ_R"	"."	"Missing"	13218	15560	""
"FSD660ZC"	"P_FSQ_R"	"1"	"Yes"	736	736	
"FSD660ZC"	"P_FSQ_R"	"2"	"No"	733	1469	
"FSD660ZC"	"P_FSQ_R"	"7"	"Refused"	0	1469	
"FSD660ZC"	"P_FSQ_R"	"9"	"Don't know"	3	1472	
"FSD660ZC"	"P_FSQ_R"	"."	"Missing"	14088	15560	
"FSD675"	"P_FSQ_R"	"1"	"Yes"	1409	1409	
"FSD675"	"P_FSQ_R"	"2"	"No"	58	1467	
"FSD675"	"P_FSQ_R"	"7"	"Refused"	0	1467	
"FSD675"	"P_FSQ_R"	"9"	"Don't know"	5	1472	
"FSD675"	"P_FSQ_R"	"."	"Missing"	14088	15560	
"FSD680"	"P_FSQ_R"	"1"	"Yes"	801	801	
"FSD680"	"P_FSQ_R"	"2"	"No"	268	1069	
"FSD680"	"P_FSQ_R"	"7"	"Refused"	0	1069	
"FSD680"	"P_FSQ_R"	"9"	"Don't know"	6	1075	
"FSD680"	"P_FSQ_R"	"."	"Missing"	14485	15560	
"FSD670ZC"	"P_FSQ_R"	"0 to 60"	"Range of Values"	1458	1458	
"FSD670ZC"	"P_FSQ_R"	"777"	"Refused"	0	1458	
"FSD670ZC"	"P_FSQ_R"	"999"	"Don't know"	14	1472	
"FSD670ZC"	"P_FSQ_R"	"."	"Missing"	14088	15560	
"FSQ690"	"P_FSQ_R"	"1"	"Yes"	1181	1181	""
"FSQ690"	"P_FSQ_R"	"2"	"No"	1126	2307	"End of Section"
"FSQ690"	"P_FSQ_R"	"7"	"Refused"	1	2308	"End of Section"
"FSQ690"	"P_FSQ_R"	"9"	"Don't know"	34	2342	"End of Section"
"FSQ690"	"P_FSQ_R"	"."	"Missing"	13218	15560	""
"FSQ695"	"P_FSQ_R"	"1 to 9"	"Range of Values"	1132	1132	
"FSQ695"	"P_FSQ_R"	"77"	"Refused"	0	1132	
"FSQ695"	"P_FSQ_R"	"99"	"Don't know"	49	1181	
"FSQ695"	"P_FSQ_R"	"."	"Missing"	14379	15560	
"FSD652ZW"	"P_FSQ_R"	"1"	"Yes"	153	153	""
"FSD652ZW"	"P_FSQ_R"	"2"	"No"	167	320	"FSD652CW"
"FSD652ZW"	"P_FSQ_R"	"7"	"Refused"	1	321	"FSD652CW"
"FSD652ZW"	"P_FSQ_R"	"9"	"Don't know"	1	322	"FSD652CW"
"FSD652ZW"	"P_FSQ_R"	"."	"Missing"	15238	15560	""
"FSD672ZW"	"P_FSQ_R"	"1 to 9"	"Range of Values"	151	151	
"FSD672ZW"	"P_FSQ_R"	"77"	"Refused"	0	151	
"FSD672ZW"	"P_FSQ_R"	"99"	"Don't know"	2	153	
"FSD672ZW"	"P_FSQ_R"	"."	"Missing"	15407	15560	
"FSD652CW"	"P_FSQ_R"	"1"	"Yes"	124	124	
"FSD652CW"	"P_FSQ_R"	"2"	"No"	176	300	
"FSD652CW"	"P_FSQ_R"	"3"	"Currently pregnant"	20	320	
"FSD652CW"	"P_FSQ_R"	"7"	"Refused"	1	321	
"FSD652CW"	"P_FSQ_R"	"9"	"Don't know"	1	322	
"FSD652CW"	"P_FSQ_R"	"."	"Missing"	15238	15560	
"FSD660ZW"	"P_FSQ_R"	"1"	"Yes"	69	69	
"FSD660ZW"	"P_FSQ_R"	"2"	"No"	253	322	
"FSD660ZW"	"P_FSQ_R"	"7"	"Refused"	0	322	
"FSD660ZW"	"P_FSQ_R"	"9"	"Don't know"	0	322	
"FSD660ZW"	"P_FSQ_R"	"."	"Missing"	15238	15560	
"LBXGH"	"P_GHB"	"2.8 to 16.2"	"Range of Values"	9737	9737	
"LBXGH"	"P_GHB"	"."	"Missing"	672	10409	
"WTSAFPRP"	"P_GLU"	"4808.069916 to 741259.18875"	"Range of Values"	4476	4476	
"WTSAFPRP"	"P_GLU"	"0"	"No Lab Result or Not Fasting for 8 -< 24 Hours"	614	5090	
"WTSAFPRP"	"P_GLU"	"."	"Missing"	0	5090	
"LBXGLU"	"P_GLU"	"47 to 524"	"Range of Values"	4744	4744	
"LBXGLU"	"P_GLU"	"."	"Missing"	346	5090	
"LBDGLUSI"	"P_GLU"	"2.61 to 29.1"	"Range of Values"	4744	4744	
"LBDGLUSI"	"P_GLU"	"."	"Missing"	346	5090	
"LBDHDD"	"P_HDL"	"5 to 189"	"Range of Values"	10828	10828	
"LBDHDD"	"P_HDL"	"."	"Missing"	1370	12198	
"LBDHDDSI"	"P_HDL"	"0.13 to 4.89"	"Range of Values"	10828	10828	
"LBDHDDSI"	"P_HDL"	"."	"Missing"	1370	12198	
"LBXHA"	"P_HEPA"	"1"	"Positive"	6987	6987	
"LBXHA"	"P_HEPA"	"2"	"Negative"	4522	11509	
"LBXHA"	"P_HEPA"	"3"	"Indeterminate"	12	11521	
"LBXHA"	"P_HEPA"	"."	"Missing"	1894	13415	
"LBXHBS"	"P_HEPB_S"	"1"	"Positive"	3541	3541	
"LBXHBS"	"P_HEPB_S"	"2"	"Negative"	8069	11610	
"LBXHBS"	"P_HEPB_S"	"3"	"Indeterminate"	0	11610	
"LBXHBS"	"P_HEPB_S"	"."	"Missing"	1805	13415	
"LBXHBC"	"P_HEPBD"	"1"	"Positive"	641	641	
"LBXHBC"	"P_HEPBD"	"2"	"Negative"	10275	10916	
"LBXHBC"	"P_HEPBD"	"3"	"Indeterminate"	1	10917	
"LBXHBC"	"P_HEPBD"	"."	"Missing"	1281	12198	
"LBDHBG"	"P_HEPBD"	"1"	"Positive"	45	45	
"LBDHBG"	"P_HEPBD"	"2"	"Negative"	595	640	
"LBDHBG"	"P_HEPBD"	"3"	"Indeterminate"	0	640	
"LBDHBG"	"P_HEPBD"	"."	"Missing"	11558	12198	
"LBDHD"	"P_HEPBD"	"1"	"Positive"	6	6	
"LBDHD"	"P_HEPBD"	"2"	"Negative"	633	639	
"LBDHD"	"P_HEPBD"	"3"	"Indeterminate"	0	639	
"LBDHD"	"P_HEPBD"	"."	"Missing"	11559	12198	
"LBXHCR"	"P_HEPC"	"1"	"Positive"	89	89	
"LBXHCR"	"P_HEPC"	"2"	"Negative"	168	257	
"LBXHCR"	"P_HEPC"	"3"	"Negative Screening HCV Antibody"	10550	10807	
"LBXHCR"	"P_HEPC"	"."	"Missing"	1391	12198	
"LBDHCI"	"P_HEPC"	"1"	"Positive"	98	98	
"LBDHCI"	"P_HEPC"	"2"	"Negative"	52	150	
"LBDHCI"	"P_HEPC"	"3"	"Negative Screening HCV Antibody"	10550	10700	
"LBDHCI"	"P_HEPC"	"4"	"Positive HCV RNA"	89	10789	
"LBDHCI"	"P_HEPC"	"."	"Missing"	1409	12198	
"LBXHCG"	"P_HEPC"	"1"	"Genotype 1a"	49	49	
"LBXHCG"	"P_HEPC"	"2"	"Genotype 1b"	14	63	
"LBXHCG"	"P_HEPC"	"3"	"Gen 1 other than a/b/not determined"	1	64	
"LBXHCG"	"P_HEPC"	"4"	"Genotype 2"	9	73	
"LBXHCG"	"P_HEPC"	"5"	"Genotype 3"	10	83	
"LBXHCG"	"P_HEPC"	"6"	"Genotype 4"	1	84	
"LBXHCG"	"P_HEPC"	"7"	"Genotype 5"	0	84	
"LBXHCG"	"P_HEPC"	"8"	"Genotype 6"	1	85	
"LBXHCG"	"P_HEPC"	"9"	"Genotype undetermined"	2	87	
"LBXHCG"	"P_HEPC"	"."	"Missing"	12111	12198	
"LBDHEG"	"P_HEPE"	"1"	"Positive"	869	869	
"LBDHEG"	"P_HEPE"	"2"	"Negative"	10043	10912	
"LBDHEG"	"P_HEPE"	"3"	"Indeterminate"	0	10912	
"LBDHEG"	"P_HEPE"	"."	"Missing"	1286	12198	
"LBDHEM"	"P_HEPE"	"1"	"Positive"	241	241	
"LBDHEM"	"P_HEPE"	"2"	"Negative"	10671	10912	
"LBDHEM"	"P_HEPE"	"3"	"Indeterminate"	0	10912	
"LBDHEM"	"P_HEPE"	"."	"Missing"	1286	12198	
"HEQ010"	"P_HEQ"	"1"	"Yes"	101	101	""
"HEQ010"	"P_HEQ"	"2"	"No"	13073	13174	"HEQ030"
"HEQ010"	"P_HEQ"	"7"	"Refused"	1	13175	"HEQ030"
"HEQ010"	"P_HEQ"	"9"	"Don't know"	42	13217	"HEQ030"
"HEQ010"	"P_HEQ"	"."	"Missing"	1	13218	""
"HEQ020"	"P_HEQ"	"1"	"Yes"	24	24	
"HEQ020"	"P_HEQ"	"2"	"No"	65	89	
"HEQ020"	"P_HEQ"	"7"	"Refused"	0	89	
"HEQ020"	"P_HEQ"	"9"	"Don't know"	12	101	
"HEQ020"	"P_HEQ"	"."	"Missing"	13117	13218	
"HEQ030"	"P_HEQ"	"1"	"Yes"	163	163	""
"HEQ030"	"P_HEQ"	"2"	"No"	13007	13170	"End of Section"
"HEQ030"	"P_HEQ"	"7"	"Refused"	0	13170	"End of Section"
"HEQ030"	"P_HEQ"	"9"	"Don't know"	47	13217	"End of Section"
"HEQ030"	"P_HEQ"	"."	"Missing"	1	13218	""
"HEQ040"	"P_HEQ"	"1"	"Yes"	81	81	
"HEQ040"	"P_HEQ"	"2"	"No"	75	156	
"HEQ040"	"P_HEQ"	"7"	"Refused"	1	157	
"HEQ040"	"P_HEQ"	"9"	"Don't know"	6	163	
"HEQ040"	"P_HEQ"	"."	"Missing"	13055	13218	
"HIQ011"	"P_HIQ"	"1"	"Yes"	13671	13671	""
"HIQ011"	"P_HIQ"	"2"	"No"	1852	15523	"HID259"
"HIQ011"	"P_HIQ"	"7"	"Refused"	8	15531	"HID259"
"HIQ011"	"P_HIQ"	"9"	"Don't know"	29	15560	"HID259"
"HIQ011"	"P_HIQ"	"."	"Missing"	0	15560	""
"HIQ032A"	"P_HIQ"	"1"	"Covered by private insurance"	6978	6978	
"HIQ032A"	"P_HIQ"	"77"	"Refused"	4	6982	
"HIQ032A"	"P_HIQ"	"99"	"Don't know"	121	7103	
"HIQ032A"	"P_HIQ"	"."	"Missing"	8457	15560	
"HIQ032B"	"P_HIQ"	"2"	"Covered by Medicare"	2592	2592	
"HIQ032B"	"P_HIQ"	"."	"Missing"	12968	15560	
"HIQ032C"	"P_HIQ"	"3"	"Covered by Medi-Gap"	98	98	
"HIQ032C"	"P_HIQ"	"."	"Missing"	15462	15560	
"HIQ032D"	"P_HIQ"	"4"	"Covered by Medicaid"	4179	4179	
"HIQ032D"	"P_HIQ"	"."	"Missing"	11381	15560	
"HIQ032E"	"P_HIQ"	"5"	"Covered by CHIP"	171	171	
"HIQ032E"	"P_HIQ"	"."	"Missing"	15389	15560	
"HIQ032H"	"P_HIQ"	"8"	"Covered by state-sponsored health plan"	937	937	
"HIQ032H"	"P_HIQ"	"."	"Missing"	14623	15560	
"HIQ032I"	"P_HIQ"	"9"	"Covered by other government insurance"	1008	1008	
"HIQ032I"	"P_HIQ"	"."	"Missing"	14552	15560	
"HIQ032J"	"P_HIQ"	"10"	"No coverage of any type"	2	2	
"HIQ032J"	"P_HIQ"	"."	"Missing"	15558	15560	
"HIQ260"	"P_HIQ"	"1"	"Yes"	135	135	""
"HIQ260"	"P_HIQ"	"2"	"No"	128	263	"HIQ269"
"HIQ260"	"P_HIQ"	"7"	"Refused"	4	267	"HIQ269"
"HIQ260"	"P_HIQ"	"9"	"Don't know"	7	274	"HIQ269"
"HIQ260"	"P_HIQ"	"."	"Missing"	15286	15560	""
"HIQ105"	"P_HIQ"	"1"	"Yes"	1878	1878	
"HIQ105"	"P_HIQ"	"2"	"No"	70	1948	
"HIQ105"	"P_HIQ"	"."	"Missing"	13612	15560	
"HIQ270"	"P_HIQ"	"1"	"Yes"	12771	12771	
"HIQ270"	"P_HIQ"	"2"	"No"	731	13502	
"HIQ270"	"P_HIQ"	"7"	"Refused"	5	13507	
"HIQ270"	"P_HIQ"	"9"	"Don't know"	188	13695	
"HIQ270"	"P_HIQ"	"."	"Missing"	1865	15560	
"HIQ210"	"P_HIQ"	"1"	"Yes"	964	964	
"HIQ210"	"P_HIQ"	"2"	"No"	12704	13668	
"HIQ210"	"P_HIQ"	"7"	"Refused"	2	13670	
"HIQ210"	"P_HIQ"	"9"	"Don't know"	25	13695	
"HIQ210"	"P_HIQ"	"."	"Missing"	1865	15560	
"LBXHIVC"	"P_HIV_R"	"1"	"HIV-1/2 Reactive"	35	35	
"LBXHIVC"	"P_HIV_R"	"2"	"HIV-1/2 Non-reactive"	5307	5342	
"LBXHIVC"	"P_HIV_R"	"."	"Missing"	482	5824	
"LBXHIV1"	"P_HIV_R"	"1"	"Reactive"	32	32	
"LBXHIV1"	"P_HIV_R"	"2"	"Non-reactive"	3	35	
"LBXHIV1"	"P_HIV_R"	"3"	"Indeterminate"	0	35	
"LBXHIV1"	"P_HIV_R"	"."	"Missing"	5789	5824	
"LBXHIV2"	"P_HIV_R"	"1"	"Reactive"	0	0	
"LBXHIV2"	"P_HIV_R"	"2"	"Non-reactive"	34	34	
"LBXHIV2"	"P_HIV_R"	"3"	"Indeterminate"	1	35	
"LBXHIV2"	"P_HIV_R"	"."	"Missing"	5789	5824	
"LBXHNAT"	"P_HIV_R"	"1"	"Reactive for HIV-1"	0	0	
"LBXHNAT"	"P_HIV_R"	"2"	"Non-reactive for HIV-1"	3	3	
"LBXHNAT"	"P_HIV_R"	"."	"Missing"	5821	5824	
"HOQ065"	"P_HOQ_R"	"1"	"Owned or being bought"	8119	8119	
"HOQ065"	"P_HOQ_R"	"2"	"Rented"	6027	14146	
"HOQ065"	"P_HOQ_R"	"3"	"Other arrangement"	299	14445	
"HOQ065"	"P_HOQ_R"	"7"	"Refused"	23	14468	
"HOQ065"	"P_HOQ_R"	"9"	"Don't know"	13	14481	
"HOQ065"	"P_HOQ_R"	"."	"Missing"	1079	15560	
"LBXHSCRP"	"P_HSCRP"	"0.11 to 246.86"	"Range of Values"	11614	11614	
"LBXHSCRP"	"P_HSCRP"	"."	"Missing"	2158	13772	
"LBDHRPLC"	"P_HSCRP"	"0"	"At or above detection limit"	11216	11216	
"LBDHRPLC"	"P_HSCRP"	"1"	"Below lower detection limit"	398	11614	
"LBDHRPLC"	"P_HSCRP"	"."	"Missing"	2158	13772	
