Variable	Table	SASLabel	EnglishText	EnglishInstructions	Target	UseConstraints	IsPhenotype	OntologyMapped
OHD21LAM	OHXPERIO	LOA: mid-facial #21 calculated LA	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD21CJS	OHXPERIO	LOA: mesial #21 FGM/CEJ	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD21PCS	OHXPERIO	LOA: mesial #21 PD	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD21LAS	OHXPERIO	LOA: mesial #21 calculated LA	Loss of Attachment: Lower left 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD22CJM	OHXPERIO	LOA: mid-facial #22 FGM/CEJ	Loss of Attachment: Lower left cuspid (C) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD22PCM	OHXPERIO	LOA: mid-facial #22 PD	Loss of Attachment: Lower left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD22LAM	OHXPERIO	LOA: mid-facial #22 calculated LA	Loss of Attachment: Lower left cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD22CJS	OHXPERIO	LOA: mesial #22 FGM/CEJ	Loss of Attachment: Lower left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD22PCS	OHXPERIO	LOA: mesial #22 PD	Loss of Attachment: Lower left cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD22LAS	OHXPERIO	LOA: mesial #22 calculated LA	Loss of Attachment: Lower left cuspid (C) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD23CJM	OHXPERIO	LOA: mid-facial #23 FGM/CEJ	Loss of Attachment: Lower left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD23PCM	OHXPERIO	LOA: mid-facial #23 PD	Loss of Attachment: Lower left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD23LAM	OHXPERIO	LOA: mid-facial #23 calculated LA	Loss of Attachment: Lower left lateral incisor (LI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD23CJS	OHXPERIO	LOA: mesial #23 FGM/CEJ	Loss of Attachment: Lower left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD23PCS	OHXPERIO	LOA: mesial #23 PD	Loss of Attachment: Lower left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD23LAS	OHXPERIO	LOA: mesial #23 calculated LA	Loss of Attachment: Lower left lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD24CJM	OHXPERIO	LOA: mid-facial #24 FGM/CEJ	Loss of Attachment: Lower left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD24PCM	OHXPERIO	LOA: mid-facial #24 PD	Loss of Attachment: Lower left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD24LAM	OHXPERIO	LOA: mid-facial #24 calculated LA	Loss of Attachment: Lower left central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD24CJS	OHXPERIO	LOA: mesial #24 FGM/CEJ	Loss of Attachment: Lower left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD24PCS	OHXPERIO	LOA: mesial #24 PD	Loss of Attachment: Lower left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD24LAS	OHXPERIO	LOA: mesial #24 calculated LA	Loss of Attachment: Lower left central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD31CJM	OHXPERIO	LOA: mid-facial #31 FGM/CEJ	Loss of Attachment: Lower right 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD31PCM	OHXPERIO	LOA: mid-facial #31 PD	Loss of Attachment: Lower right 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD31LAM	OHXPERIO	LOA: mid-facial #31 calculated LA	Loss of Attachment: Lower right 2nd molar (2M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD31CJS	OHXPERIO	LOA: mesial #31 FGM/CEJ	Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD31PCS	OHXPERIO	LOA: mesial #31 PD	Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD31LAS	OHXPERIO	LOA: mesial #31 calculated LA	Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD30CJM	OHXPERIO	LOA: mid-facial #30 FGM/CEJ	Loss of Attachment: Lower right 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD30PCM	OHXPERIO	LOA: mid-facial #30 PD	Loss of Attachment: Lower right 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD30LAM	OHXPERIO	LOA: mid-facial #30 calculated LA	Loss of Attachment: Lower right 1st molar (1M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD30CJS	OHXPERIO	LOA: mesial #30 FGM/CEJ	Loss of Attachment: Lower right 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD30PCS	OHXPERIO	LOA: mesial #30 PD	Loss of Attachment: Lower right 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD30LAS	OHXPERIO	LOA: mesial #30 calculated LA	Loss of Attachment: Lower right 1st molar (1M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD29CJM	OHXPERIO	LOA: mid-facial #29 FGM/CEJ	Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD29PCM	OHXPERIO	LOA: mid-facial #29 PD	Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD29LAM	OHXPERIO	LOA: mid-facial #29 calculated LA	Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD29CJS	OHXPERIO	LOA: mesial #29 FGM/CEJ	Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD29PCS	OHXPERIO	LOA: mesial #29 PD	Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD29LAS	OHXPERIO	LOA: mesial #29 calculated LA	Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD28CJM	OHXPERIO	LOA: mid-facial #28 FGM/CEJ	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD28PCM	OHXPERIO	LOA: mid-facial #28 PD	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD28LAM	OHXPERIO	LOA: mid-facial #28 calculated LA	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD28CJS	OHXPERIO	LOA: mesial #28 FGM/CEJ	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD28PCS	OHXPERIO	LOA: mesial #28 PD	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD28LAS	OHXPERIO	LOA: mesial #28 calculated LA	Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD27CJM	OHXPERIO	LOA: mid-facial #27 FGM/CEJ	Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD27PCM	OHXPERIO	LOA: mid-facial #27 PD	Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD27LAM	OHXPERIO	LOA: mid-facial #27 calculated LA	Loss of Attachment: Lower right cuspid (C) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD27CJS	OHXPERIO	LOA: mesial #27 FGM/CEJ	Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD27PCS	OHXPERIO	LOA: mesial #27 PD	Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD27LAS	OHXPERIO	LOA: mesial #27 calculated LA	Loss of Attachment: Lower right cuspid (C) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD26CJM	OHXPERIO	LOA: mid-facial #26 FGM/CEJ	Loss of Attachment: Lower right lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD26PCM	OHXPERIO	LOA: mid-facial #26 PD	Loss of Attachment: Lower right lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD26LAM	OHXPERIO	LOA: mid-facial #26 calculated LA	Loss of Attachment: Lower right lateral incisor (LI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD26CJS	OHXPERIO	LOA: mesial #26 FGM/CEJ	Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD26PCS	OHXPERIO	LOA: mesial #26 PD	Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD26LAS	OHXPERIO	LOA: mesial #26 calculated LA	Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD25CJM	OHXPERIO	LOA: mid-facial #25 FGM/CEJ	Loss of Attachment: Lower right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD25PCM	OHXPERIO	LOA: mid-facial #25 PD	Loss of Attachment: Lower right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD25LAM	OHXPERIO	LOA: mid-facial #25 calculated LA	Loss of Attachment: Lower right central incisor (CI) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD25CJS	OHXPERIO	LOA: mesial #25 FGM/CEJ	Loss of Attachment: Lower right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD25PCS	OHXPERIO	LOA: mesial #25 PD	Loss of Attachment: Lower right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
OHD25LAS	OHXPERIO	LOA: mesial #25 calculated LA	Loss of Attachment: Lower right central incisor (CI) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 18 YEARS - 150 YEARS		TRUE	False
SEQN	OHXPRL_B	Respondent sequence number	Respondent sequence number.		Both males and females 13 YEARS - 150 YEARS		FALSE	False
OHAEXSTS	OHXPRL_B	Overall Oral Health Exam Status	Overall Oral Health Exam Status		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHASCST4	OHXPRL_B	Periodontal Status Code	Periodontal Status Code		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD18CJM	OHXPRL_B	LOA: mid-facial #18 FGM/CEJ	Loss of Attachment: Lower left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD18PCM	OHXPRL_B	LOA: mid-facial #18 PD	Loss of Attachment: Lower left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD18LAM	OHXPRL_B	LOA: mid-facial #18 calculated LA	Loss of Attachment: Lower left 2nd molar (2M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD18CJS	OHXPRL_B	LOA: mesial #18 FGM/CEJ	Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD18PCS	OHXPRL_B	LOA: mesial #18 PD	Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD18LAS	OHXPRL_B	LOA: mesial #18 calculated LA	Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD18CJD	OHXPRL_B	LOA: distal #18 FGM/CEJ	Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to CEJ measurement (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD18PCD	OHXPRL_B	LOA: distal #18 PD	Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD18LAD	OHXPRL_B	LOA: distal #18 calculated LA	Loss of Attachment: Lower left 2nd molar (2M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD19CJM	OHXPRL_B	LOA: mid-facial #19 FGM/CEJ	Loss of Attachment: Lower left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD19PCM	OHXPRL_B	LOA: mid-facial #19 PD	Loss of Attachment: Lower left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD19LAM	OHXPRL_B	LOA: mid-facial #19 calculated LA	Loss of Attachment: Lower left 1st molar (1M) mid-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD19CJS	OHXPRL_B	LOA: mesial #19 FGM/CEJ	Loss of Attachment: Lower left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD19PCS	OHXPRL_B	LOA: mesial #19 PD	Loss of Attachment: Lower left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD19LAS	OHXPRL_B	LOA: mesial #19 calculated LA	Loss of Attachment: Lower left 1st molar (1M) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD19CJD	OHXPRL_B	LOA: distal #19 FGM/CEJ	Loss of Attachment: Lower left 1st molar (1M) distal - FGM to CEJ measurement (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD19PCD	OHXPRL_B	LOA: distal #19 PD	Loss of Attachment: Lower left 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD19LAD	OHXPRL_B	LOA: distal #19 calculated LA	Loss of Attachment: Lower left 1st molar (1M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD20CJM	OHXPRL_B	LOA: mid-facial #20 FGM/CEJ	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
OHD20PCM	OHXPRL_B	LOA: mid-facial #20 PD	Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)		Both males and females 13 YEARS - 150 YEARS		TRUE	False
