Variable	Table	SASLabel	EnglishText	EnglishInstructions	Target	UseConstraints	IsPhenotype	OntologyMapped
PAXDAYM	PAXMIN_H	Day of PAM measurements for this minute	The day (e.g. 1 2 3) when PAM measurements for this minute summary record were taken		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXDAYWM	PAXMIN_H	Day of the week for this minute	Day of the week for this minute (e.g. Mon Tue Wed)		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXSSNMP	PAXMIN_H	Starting sample number for minute	Starting data point number for the minute summary record (from the 80hz sampled data)		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXTSM	PAXMIN_H	Total seconds with data for this minute	Total seconds with data for this minute		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXAISMM	PAXMIN_H	Minute count: 80hz data idle sleep mode	Minute count: 80hz data in idle sleep mode		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXMTSM	PAXMIN_H	MIMS triaxial value for the minute	MIMS triaxial value for the minute	Value set as -0.01 if any of the summary measures for the x- y- or z-axes was coded as -0.01 (i.e. MIMS_unit could not be computed for that axes for the minute).	Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXMXM	PAXMIN_H	MIMS X-axis value for the minute	MIMS X-axis value for the minute	Value set as -0.01 if MIMS_unit could not be computed for the X-axes for that minute (e.g. not enough data in the one-minute window).	Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXMYM	PAXMIN_H	MIMS Y-axis value for the minute	MIMS Y-axis value for the minute	Value set as -0.01 if MIMS_unit could not be computed for the Y-axes for that minute (e.g. not enough data in the one-minute window).	Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXMZM	PAXMIN_H	MIMS Z-axis value for the minute	MIMS Z-axis value for the minute	Value set as -0.01 if MIMS_unit could not be computed for the Z-axes for that minute (e.g. not enough data in the one-minute window).	Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXPREDM	PAXMIN_H	Minute wake/sleep/non-wear prediction	Estimated wake/sleep/wear status during the minute		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXTRANM	PAXMIN_H	Transition flag for wake/sleep/non-wear	Transition flag for wake/sleep/non-wear		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXLXMM	PAXMIN_H	Mean lux value for the minute	Mean ambient light (lux) for the minute		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXLXSDM	PAXMIN_H	Std deviation: lux values in this minute	Standard deviation: the ambient light measures (lux) in this minute		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXQFM	PAXMIN_H	Minute sum: data quality flag count	Minute sum: data quality flag count		Both males and females 3 YEARS - 150 YEARS		TRUE	False
PAXFLGSM	PAXMIN_H	Quality flags triggered	The flag(s) triggered during quality review for measurements taken in this minute.	When multiple flags triggered during the same minute the value was recorded as a string code for example: ABC EK or DHIJNO.	Both males and females 3 YEARS - 150 YEARS		TRUE	False
SEQN	PAXRAW_C	Respondent sequence number	Respondent sequence number.		Both males and females 6 YEARS - 150 YEARS		FALSE	False
PAXSTAT	PAXRAW_C	Data Reliability Status Flag	Flag indicating whether or not the data is reliable.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXCAL	PAXRAW_C	Was the Monitor in Calibration?	Was the monitor in calibration?		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXDAY	PAXRAW_C	Day of the Week	The day of the week.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXN	PAXRAW_C	Sequential Observation Number	The person-level sequential observation number recorded in the device.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXHOUR	PAXRAW_C	Hour of the Day	The hour of the day for which the intensity value was recorded.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXMINUT	PAXRAW_C	Minute of the Hour	The minute of the hour for which the intensity value was recorded.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXINTEN	PAXRAW_C	Device Intensity Value	The intensity value recorded by the physical activity monitor.		Both males and females 6 YEARS - 150 YEARS		TRUE	False
SEQN	PAXRAW_D	Respondent sequence number	Respondent sequence number.		Both males and females 6 YEARS - 150 YEARS		FALSE	False
PAXSTAT	PAXRAW_D	Data Reliability Status Flag	Flag indicating whether or not the data is reliable.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXCAL	PAXRAW_D	Was the Monitor in Calibration?	Was the monitor in calibration?		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXDAY	PAXRAW_D	Day of the Week	The day of the week.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXN	PAXRAW_D	Sequential Observation Number	The person-level sequential observation number recorded in the device.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXHOUR	PAXRAW_D	Hour of the Day	The hour of the day for which the intensity value was recorded.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXMINUT	PAXRAW_D	Minute of the Hour	The minute of the hour for which the intensity value was recorded.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
PAXINTEN	PAXRAW_D	Device Intensity Value	The intensity value recorded by the physical activity monitor.		Both males and females 6 YEARS - 150 YEARS		TRUE	False
PAXSTEP	PAXRAW_D	Device Step Count	The step count recorded by the physical activity monitor.		Both males and females 6 YEARS - 150 YEARS		TRUE	True
SEQN	PBCD_D	Respondent sequence number	Respondent sequence number.		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBCD	PBCD_D	Cadmium (ug/L)	Cadmium (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDSI	PBCD_D	Cadmium (nmol/L)	Cadmium (nmol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBXBPB	PBCD_D	Lead (ug/dL)	Lead (ug/dL)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDBPBSI	PBCD_D	Lead (umol/L)	Lead (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBXTHG	PBCD_D	Mercury total (ug/L)	Mercury total (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDTHGSI	PBCD_D	Mercury total (umol/L )		Mercury total (umol/L )	Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDTHGLC	PBCD_D	Mercury total comment code	Mercury total comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
SEQN	PBCD_E	Respondent sequence number	Respondent sequence number.		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBCD	PBCD_E	Cadmium (ug/L)	Cadmium (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDSI	PBCD_E	Cadmium (nmol/L)	Cadmium (nmol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBXBPB	PBCD_E	Lead (ug/dL)	Lead (ug/dL)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDBPBSI	PBCD_E	Lead (umol/L)	Lead (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBXTHG	PBCD_E	Mercury total (ug/L)	Mercury total (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDTHGSI	PBCD_E	Mercury total (umol/L )		Mercury total (umol/L )	Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDTHGLC	PBCD_E	Mercury total comment code	Mercury total comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
SEQN	PBCD_F	Respondent sequence number	Respondent sequence number.		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBCD	PBCD_F	Blood cadmium (ug/L)	Blood cadmium (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDSI	PBCD_F	Blood cadmium (nmol/L)	Blood cadmium (nmol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDLC	PBCD_F	Blood cadmium comment code	Blood cadmium comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBPB	PBCD_F	Blood lead (ug/dL)	Blood lead (ug/dL)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBPBSI	PBCD_F	Blood lead (umole/L)		Blood lead (umole/L)	Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDBPBLC	PBCD_F	Blood lead comment code	Blood lead comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXTHG	PBCD_F	Mercury total (ug/L)	Mercury total (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDTHGSI	PBCD_F	Mercury total (umole/L)	Mercury total (umole/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDTHGLC	PBCD_F	Mercury total comment code	Mercury total comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
SEQN	PBCD_G	Respondent sequence number	Respondent sequence number		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBPB	PBCD_G	Blood lead (ug/dL)	Blood lead (ug/dL)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDBPBSI	PBCD_G	Blood lead (umol/L)	Blood lead (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDBPBLC	PBCD_G	Blood lead comment code	Blood lead comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBCD	PBCD_G	Blood cadmium (ug/L)	Blood cadmium (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDSI	PBCD_G	Blood cadmium (nmol/L)	Blood cadmium (nmol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDLC	PBCD_G	Blood cadmium comment code	Blood cadmium comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXTHG	PBCD_G	Blood mercury total (ug/L)	Blood mercury total (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDTHGSI	PBCD_G	Blood mercury total (umol/L)	Blood mercury total (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDTHGLC	PBCD_G	Blood mercury total comment code	Blood mercury total comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBSE	PBCD_G	Blood selenium (ug/L)	Blood selenium(ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBSESI	PBCD_G	Blood selenium (umol/L)	Blood selenium (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBSELC	PBCD_G	Blood selenium comment code	Blood selenium comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBMN	PBCD_G	Blood manganese (ug/L)	Blood manganese (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBMNSI	PBCD_G	Blood manganese (umol/L)	Blood manganese (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBMNLC	PBCD_G	Blood manganese comment code	Blood manganese comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
SEQN	PBCD_H	Respondent sequence number	Respondent sequence number		Both males and females 1 YEARS - 150 YEARS		FALSE	False
WTSH2YR	PBCD_H	Blood metal weights	Blood metal weights		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBPB	PBCD_H	Blood lead (ug/dL)	Blood lead (ug/dL)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBPBSI	PBCD_H	Blood lead (umol/L)	Blood lead (umol/L) 		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDBPBLC	PBCD_H	Blood lead comment code	Blood lead comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBCD	PBCD_H	Blood cadmium (ug/L)	Blood cadmium (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDSI	PBCD_H	Blood cadmium (umol/L)	Blood cadmium (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDLC	PBCD_H	Blood cadmium comment code	Blood cadmium comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXTHG	PBCD_H	Blood mercury total (ug/L)	Blood mercury total (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDTHGSI	PBCD_H	Blood mercury total (umol/L)	Blood mercury total (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDTHGLC	PBCD_H	Blood mercury total comment code	Blood mercury total comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBSE	PBCD_H	Blood selenium (ug/L)	Blood selenium(ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBSESI	PBCD_H	Blood selenium (umol/L)	Blood selenium (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBSELC	PBCD_H	Blood selenium comment code	Blood selenium comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBMN	PBCD_H	Blood manganese (ug/L)	Blood manganese (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBMNSI	PBCD_H	Blood manganese (umol/L)	Blood manganese (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBMNLC	PBCD_H	Blood manganese comment code	Blood manganese comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
SEQN	PBCD_I	Respondent sequence number	Respondent sequence number		Both males and females 1 YEARS - 150 YEARS		FALSE	False
WTSH2YR	PBCD_I	Blood metal weights	Blood metal weights		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBPB	PBCD_I	Blood lead (ug/dL)	Blood lead (ug/dL)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBPBSI	PBCD_I	Blood lead (umol/L)	Blood lead (umol/L) 		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDBPBLC	PBCD_I	Blood lead comment code	Blood lead comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBCD	PBCD_I	Blood cadmium (ug/L)	Blood cadmium (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDSI	PBCD_I	Blood cadmium (umol/L)	Blood cadmium (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDLC	PBCD_I	Blood cadmium comment code	Blood cadmium comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXTHG	PBCD_I	Blood mercury total (ug/L)	Blood mercury total (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDTHGSI	PBCD_I	Blood mercury total (umol/L)	Blood mercury total (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDTHGLC	PBCD_I	Blood mercury total comment code	Blood mercury total comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBSE	PBCD_I	Blood selenium (ug/L)	Blood selenium(ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBSESI	PBCD_I	Blood selenium (umol/L)	Blood selenium (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBSELC	PBCD_I	Blood selenium comment code	Blood selenium comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBMN	PBCD_I	Blood manganese (ug/L)	Blood manganese (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBMNSI	PBCD_I	Blood manganese (umol/L)	Blood manganese (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBMNLC	PBCD_I	Blood manganese comment code	Blood manganese comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
SEQN	PBCD_J	Respondent sequence number	Respondent sequence number		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBPB	PBCD_J	Blood lead (ug/dL)	Blood lead (ug/dL)		Both males and females 6 YEARS - 150 YEARS		TRUE	True
LBDBPBSI	PBCD_J	Blood lead (umol/L)	Blood lead (umol/L)		Both males and females 6 YEARS - 150 YEARS		TRUE	False
LBDBPBLC	PBCD_J	Blood lead comment code	Blood lead comment code		Both males and females 6 YEARS - 150 YEARS		FALSE	False
LBXBCD	PBCD_J	Blood cadmium (ug/L)	Blood cadmium (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDSI	PBCD_J	Blood cadmium (nmol/L)	Blood cadmium (nmol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBCDLC	PBCD_J	Blood cadmium comment code	Blood cadmium comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXTHG	PBCD_J	Blood mercury total (ug/L)	Blood mercury total (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDTHGSI	PBCD_J	Blood mercury total (nmol/L)	Blood mercury total (nmol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	False
LBDTHGLC	PBCD_J	Blood mercury total comment code	Blood mercury total comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBSE	PBCD_J	Blood selenium (ug/L)	Blood selenium(ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBSESI	PBCD_J	Blood selenium (umol/L)	Blood selenium (umol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBSELC	PBCD_J	Blood selenium comment code	Blood selenium comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
LBXBMN	PBCD_J	Blood manganese (ug/L)	Blood manganese (ug/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBMNSI	PBCD_J	Blood manganese (nmol/L)	Blood manganese (nmol/L)		Both males and females 1 YEARS - 150 YEARS		TRUE	True
LBDBMNLC	PBCD_J	Blood manganese comment code	Blood manganese comment code		Both males and females 1 YEARS - 150 YEARS		FALSE	False
SEQN	PBY_J_R	Respondent sequence number	Respondent sequence number		Both males and females 1 YEARS - 5 YEARS	RDC Only	FALSE	False
LBXBPB	PBY_J_R	Blood lead (ug/dL)	Blood lead (ug/dL)		Both males and females 1 YEARS - 5 YEARS	RDC Only	TRUE	True
LBDBPBSI	PBY_J_R	Blood lead (umol/L)	Blood lead (umol/L)		Both males and females 1 YEARS - 5 YEARS	RDC Only	TRUE	False
LBDBPBLC	PBY_J_R	Blood lead comment code	Blood lead comment code		Both males and females 1 YEARS - 5 YEARS	RDC Only	FALSE	False
SAMPLEID	PCBPOL_D	Pool identification number	Pool identification number		Both males and females 12 YEARS - 150 YEARS		FALSE	False
RIAGENDR	PCBPOL_D	Gender	Gender		Both males and females 12 YEARS - 150 YEARS		TRUE	True
ETHNICTY	PCBPOL_D	Ethnicity - Recode	Ethnicity - Recode		Both males and females 12 YEARS - 150 YEARS		TRUE	True
RIDAGGRP	PCBPOL_D	Age group	Age group		Both males and females 12 YEARS - 150 YEARS		TRUE	True
RIANSMP	PCBPOL_D	Number of samples in a pool	Number of samples in a pool		Both males and females 12 YEARS - 150 YEARS		TRUE	False
WTSMSMPA	PCBPOL_D	Adjust sum sampling weights in same pool	Adjusted sum sampling weights in same pool		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC028	PCBPOL_D	PCB 28 (ng/g)	PCB 28 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC028LA	PCBPOL_D	PCB 28 Lipid Adj (ng/g)	PCB 28 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD028LC	PCBPOL_D	PCB 28 Comment Code	PCB 28 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC044	PCBPOL_D	PCB 44 (ng/g)	PCB 44 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC044LA	PCBPOL_D	PCB 44 Lipid Adj (ng/g)	PCB 44 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD044LC	PCBPOL_D	PCB 44 Comment Code	PCB 44 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC049	PCBPOL_D	PCB 49 (ng/g)	PCB 49 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC049LA	PCBPOL_D	PCB 49 Lipid Adj (ng/g)	PCB 49 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD049LC	PCBPOL_D	PCB 49 comment code	PCB 49 comment code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC052	PCBPOL_D	PCB 52 (ng/g)	PCB 52 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC052LA	PCBPOL_D	PCB 52 Lipid Adj (ng/g)	PCB 52 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD052LC	PCBPOL_D	PCB 52 comment code	PCB 52 comment code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC066	PCBPOL_D	PCB 66 (ng/g)	PCB 66 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC066LA	PCBPOL_D	PCB 66 Lipid Adj (ng/g)	PCB 66 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD066LC	PCBPOL_D	PCB 66 Comment Code	PCB 66 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC074	PCBPOL_D	PCB 74 (ng/g)	PCB 74 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC074LA	PCBPOL_D	PCB 74 Lipid Adj (ng/g)	PCB 74 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD074LC	PCBPOL_D	PCB 74 Comment Code	PCB 74 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC087	PCBPOL_D	PCB 87 (ng/g)	PCB 87 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC087LA	PCBPOL_D	PCB 87 Lipid Adj (ng/g)	PCB 87 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD087LC	PCBPOL_D	PCB 87 Comment Code	PCB 87 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC099	PCBPOL_D	PCB 99 (ng/g)	PCB 99 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC099LA	PCBPOL_D	PCB 99 Lipid Adj (ng/g)	PCB 99 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD099LC	PCBPOL_D	PCB 99 Comment Code	PCB 99 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC101	PCBPOL_D	PCB 101 (ng/g)	PCB 101 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC101LA	PCBPOL_D	PCB 101 Lipid Adj (ng/g)	PCB 101 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD101LC	PCBPOL_D	PCB 101 Comment Code	PCB 101 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC105	PCBPOL_D	PCB 105 (ng/g)	PCB 105 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC105LA	PCBPOL_D	PCB 105 Lipid Adj (ng/g)	PCB 105 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD105LC	PCBPOL_D	PCB 105 Comment Code	PCB 105 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC110	PCBPOL_D	PCB 110 (ng/g)	PCB 110 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC110LA	PCBPOL_D	PCB 110 Lipid Adj (ng/g)	PCB 110 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD110LC	PCBPOL_D	PCB 110 Comment Code	PCB 110 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC114	PCBPOL_D	PCB 114 (ng/g)	PCB 114 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC114LA	PCBPOL_D	PCB 114 Lipid Adj (ng/g)	PCB 114 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD114LC	PCBPOL_D	PCB 114 Comment Code	PCB 114 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC118	PCBPOL_D	PCB 118 (ng/g)	PCB 118 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC118LA	PCBPOL_D	PCB 118 Lipid Adj (ng/g)	PCB 118 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD118LC	PCBPOL_D	PCB 118 Comment Code	PCB 118 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC123	PCBPOL_D	PCB 123 (ng/g)	PCB 123 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC123LA	PCBPOL_D	PCB 123 Lipid Adj (ng/g)	PCB 123 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD123LC	PCBPOL_D	PCB 123 Comment Code	PCB 123 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC128	PCBPOL_D	PCB 128 (ng/g)	PCB 128 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC128LA	PCBPOL_D	PCB 128 Lipid Adj (ng/g)	PCB 128 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD128LC	PCBPOL_D	PCB 128 Comment Code	PCB 128 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC138	PCBPOL_D	PCB 138 (ng/g)	PCB 138 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC138LA	PCBPOL_D	PCB 138 Lipid Adj (ng/g)	PCB 138 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD138LC	PCBPOL_D	PCB 138 Comment Code	PCB 138 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC146	PCBPOL_D	PCB 146 (ng/g)	PCB 146 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC146LA	PCBPOL_D	PCB 146 Lipid Adj (ng/g)	PCB 146 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD146LC	PCBPOL_D	PCB 146 Comment Code	PCB 146 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC149	PCBPOL_D	PCB 149 (ng/g)	PCB 149 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC149LA	PCBPOL_D	PCB 149 Lipid Adj (ng/g)	PCB 149 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD149LC	PCBPOL_D	PCB 149 Comment Code	PCB 149 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC151	PCBPOL_D	PCB 151 (ng/g)	PCB 151 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC151LA	PCBPOL_D	PCB 151 Lipid Adj (ng/g)	PCB 151 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD151LC	PCBPOL_D	PCB 151 Comment Code	PCB 151 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC153	PCBPOL_D	PCB 153 (ng/g)	PCB 153 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBC153LA	PCBPOL_D	PCB 153 Lipid Adj (ng/g)	PCB 153 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
LBD153LC	PCBPOL_D	PCB 153 Comment Code	PCB 153 Comment Code		Both males and females 12 YEARS - 150 YEARS		FALSE	False
LBC156	PCBPOL_D	PCB 156 (ng/g)	PCB 156 (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	True
LBC156LA	PCBPOL_D	PCB 156 Lipid Adj (ng/g)	PCB 156 Lipid Adj (ng/g)		Both males and females 12 YEARS - 150 YEARS		TRUE	False
